ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
AVGO,2011-10-31,Semiconductors,JKHY|EVRG|APA|DPZ|PSKY,ON|QCOM|ADI|INTC|FSLR,0.678679525973257,0.7860720471538124,-0.10739252118055542
AXON,2011-10-31,Aerospace & Defense,BLDR|TYL|ULTA|LYV|CSGP,LMT|RTX|BA|TDG|GD,0.8004500730757875,0.7404077851503756,0.060042287925411886
BA,2011-10-31,Aerospace & Defense,GEN|DECK|ADSK|LMT|J,LMT|NOC|GE|RTX|LHX,0.8379741826036597,0.9277828753828015,-0.08980869277914172
BAC,2011-10-31,Diversified Banks,AXP|GS|PNC|MS|WFC,JPM|WFC|PNC|USB|C,0.9144030321002922,0.9013913299353741,0.013011702164918093
BAX,2011-10-31,Health Care Equipment,CAH|BMY|HSY|IDXX|BDX,ZBH|ISRG|EW|IDXX|ABT,0.8096496852187222,0.8076362733584477,0.0020134118602744833
BDX,2011-10-31,Health Care Equipment,BMY|CAH|BSX|WELL|PFE,ISRG|ABT|RVTY|STE|MDT,0.5498374642623964,0.7012210391503814,-0.15138357488798493
BEN,2011-10-31,Asset Management & Custody Banks,PNC|AMP|SPG|COF|BK,AMP|NTRS|BLK|STT|IVZ,0.9685034185187741,0.9665389117815925,0.001964506737181626
BK,2011-10-31,Asset Management & Custody Banks,BX|WFC|PRU|AMP|MMM,NTRS|KKR|AMP|BLK|STT,0.9451273466676849,0.9619575431017033,-0.016830196434018396
BLK,2011-10-31,Asset Management & Custody Banks,JKHY|EVRG|APA|DPZ|PSKY,BK|STT|AMP|KKR|IVZ,0.9460426593372391,0.9585917240670951,-0.012549064729856063
BSX,2011-10-31,Health Care Equipment,BDX|BMY|DHR|TECH|LYV,RMD|DXCM|ISRG|RVTY|SYK,0.7515072025286356,0.719518511500918,0.03198869102771762
BX,2011-10-31,Asset Management & Custody Banks,ARE|BK|AMP|MRSH|DVN,BK|KKR|TROW|NTRS|AMP,0.8828428445556998,0.927767227013932,-0.04492438245823216
C,2011-10-31,Diversified Banks,GPN|TFC|COO|DE|IRM,USB|PNC|JPM|BAC|WFC,0.9162885423538281,0.9542630165292636,-0.037974474175435535
CAG,2011-10-31,Packaged Foods & Meats,SJM|TSN|YUM|TFC|CMG,HSY|MKC|CPB|GIS|SJM,0.6809079696219078,0.6678943112830237,0.013013658338884126
CB,2011-10-31,Property & Casualty Insurance,AIZ|AON|PGR|MET|PFG,ALL|TRV|ACGL|WRB|HIG,0.9756498113845906,0.9435208621337933,0.032128949250797345
CBOE,2011-10-31,Financial Exchanges & Data,KKR|ULTA|TYL|PODD|VRSK,CME|NDAQ|MSCI|ICE|MCO,0.6211495352194448,0.6195602127517258,0.0015893224677190343
CDNS,2011-10-31,Application Software,NVDA|NTAP|KEY|AMD|CRL,CRM|ADSK|TRMB|SNPS|ORCL,0.8053145657399957,0.885239338799069,-0.0799247730590733
CINF,2011-10-31,Property & Casualty Insurance,WRB|TRV|PGR|L|BRO,HIG|CB|WRB|TRV|PGR,0.9594476833156846,0.9396317382287154,0.019815945086969267
CME,2011-10-31,Financial Exchanges & Data,TDG|ROP|TEL|REGN|TT,MSCI|CBOE|FDS|SPGI|ICE,0.7043717622543272,0.8118086431441618,-0.10743688088983461
CMS,2011-10-31,Multi-Utilities,DTE|MDLZ|LNT|PPL|TSLA,PCG|DTE|D|NI|PNW,0.8018587270438899,0.9376260511685809,-0.13576732412469095
CNP,2011-10-31,Multi-Utilities,ED|T|PCG|CIEN|DUK,PNW|NEE|SRE|XEL|CMS,0.7238547901066947,0.7973836457770528,-0.07352885567035805
COP,2011-10-31,Oil & Gas Exploration & Production,PFG|SW|STE|BG|SMCI,DVN|OXY|EQT|EOG|APA,0.820961049769154,0.8958162929044742,-0.07485524313532022
CPB,2011-10-31,Packaged Foods & Meats,CAH|STZ|GIS|SJM|BMY,CAG|MKC|HSY|HRL|MDLZ,0.5436915678060338,0.5684365820556008,-0.024745014249566988
CRL,2011-10-31,Life Sciences Tools & Services,AMD|CDNS|KEY|NTAP|REGN,TECH|A|DHR|TMO|WAT,0.6119606113001144,0.6685960412037444,-0.05663542990363002
CRM,2011-10-31,Application Software,MSFT|PTC|SNPS|HPQ|PAYX,CDNS|ADSK|ORCL|FICO|ADBE,0.6680126743972673,0.6676859131532038,0.0003267612440635004
CTRA,2011-10-31,Oil & Gas Exploration & Production,OXY|DVN|EOG|MPWR|DAL,EQT|EOG|APA|TPL|OXY,0.7682680754318474,0.7615775237082467,0.006690551723600668
D,2011-10-31,Multi-Utilities,EQT|TEL|EQR|MSCI|WYNN,NI|NEE|SRE|PCG|XEL,0.8674536335931088,0.9176841223842668,-0.05023048879115799
DD,2011-10-31,Specialty Chemicals,JKHY|EVRG|APA|DPZ|PSKY,LYB|PPG|SHW|IFF|ALB,0.9200674869705178,0.9051424730445327,0.014925013925985109
DHR,2011-10-31,Life Sciences Tools & Services,ROP|TECH|ARE|TER|A,TECH|WAT|TMO|A|MTD,0.9328922946965429,0.910157603864293,0.022734690832249882
DOV,2011-10-31,Industrial Machinery & Supplies & Components,ITW|GD|ROP|APD|ODFL,PNR|SNA|SWK|PH|GWW,0.9193742631169939,0.9255819205142606,-0.006207657397266697
DTE,2011-10-31,Multi-Utilities,PFG|MSI|CIEN|LNT|COP,SRE|PCG|NI|PNW|ED,0.9166318569524665,0.9771307849062348,-0.06049892795376832
DUK,2011-10-31,Electric Utilities,PEG|FE|ES|BMY|SRE,PEG|FE|LNT|EVRG|EIX,0.9194043428892928,0.9214812801029952,-0.00207693721370239
DVN,2011-10-31,Oil & Gas Exploration & Production,EOG|BX|XOM|VLO|AMGN,APA|CTRA|TPL|EOG|EQT,0.8979151192957737,0.9312569391604351,-0.03334181986466134
DXCM,2011-10-31,Health Care Equipment,INCY|TSLA|CHTR|BLDR|TYL,BSX|ZBH|BAX|RVTY|PODD,0.20844533723631314,0.34860128753928626,-0.14015595030297312
ECL,2011-10-31,Specialty Chemicals,VRSN|BBY|JBL|ORCL|WBD,DD|IFF|LYB|PPG|ALB,0.8913955869383359,0.8625944082710943,0.028801178667241523
ED,2011-10-31,Multi-Utilities,ES|CASY|PEG|COP|CIEN,D|NEE|DTE|CMS|SRE,0.8326684346318317,0.9383104713386136,-0.10564203670678185
EIX,2011-10-31,Electric Utilities,LNT|WEC|DTE|YUM|PPL,AEP|EVRG|FE|SO|LNT,0.8500183832643468,0.8702111789070336,-0.020192795642686834
EOG,2011-10-31,Oil & Gas Exploration & Production,DVN|ADP|AMGN|ORCL|VLO,EQT|COP|APA|DVN|CTRA,0.7526321298450046,0.8482967743977102,-0.09566464455270562
EQT,2011-10-31,Oil & Gas Exploration & Production,CMI|TEL|PPL|OKE|EQR,EOG|COP|TPL|APA|CTRA,0.9104872138435828,0.9152308408230808,-0.004743626979498039
ES,2011-10-31,Electric Utilities,VRSN|ED|FE|CASY|OKE,EXC|PPL|DUK|EVRG|PEG,0.8725316907822174,0.8740525081929252,-0.0015208174107078642
ETR,2011-10-31,Electric Utilities,DTE|IRM|PFG|COP|TEL,DUK|PEG|FE|EXC|EVRG,0.8939299032067974,0.9114665445163977,-0.01753664130960031
EVRG,2011-10-31,Electric Utilities,JKHY|APA|DPZ|PSKY|AVGO,ETR|EXC|ES|PPL|LNT,0.8394178090963161,0.9414616413971099,-0.10204383230079372
EW,2011-10-31,Health Care Equipment,NVDA|NTAP|PSA|CDNS|KEY,STE|BDX|SYK|MDT|DXCM,0.7318011299135432,0.47154849598869625,0.26025263392484693
EXC,2011-10-31,Electric Utilities,PPL|AES|REGN|MS|VZ,WEC|LNT|SO|EIX|FE,0.788806676509428,0.8746124216227795,-0.08580574511335148
FDS,2011-10-31,Financial Exchanges & Data,AFL|CTSH|DHR|MSCI|STX,CBOE|NDAQ|MCO|ICE|SPGI,0.913289723307012,0.9262576541874948,-0.01296793088048287
FE,2011-10-31,Electric Utilities,EQR|PFG|ES|TEL|TDG,SO|EVRG|LNT|EIX|PEG,0.8649721374539177,0.8463293252754285,0.018642812178489176
FICO,2011-10-31,Application Software,PNC|GD|T|AXP|AMP,ORCL|INTU|ADSK|ADBE|CRM,0.6402233699759114,0.6094361534614341,0.030787216514477356
FSLR,2011-10-31,Semiconductors,TEL|IP|BLK|BKR|LYB,NXPI|NVDA|MCHP|AVGO|AMD,0.688278242254424,0.6777790193701942,0.010499222884229775
GD,2011-10-31,Aerospace & Defense,LMT|ROP|ARE|VRSN|ACN,RTX|NOC|LHX|LMT|GE,0.9349622183211009,0.893526655188328,0.04143556313277297
GE,2011-10-31,Aerospace & Defense,LMT|CRH|TPL|TKO|BG,BA|LMT|GD|RTX|NOC,0.8543234993851957,0.8774492309126455,-0.02312573152744979
GIS,2011-10-31,Packaged Foods & Meats,TSN|CPB|HSY|HRL|BAX,MKC|HSY|SJM|HRL|CPB,0.9108615211138041,0.899420380150802,0.011441140963002194
GWW,2011-10-31,Industrial Machinery & Supplies & Components,ADM|TSCO|MRSH|LMT|EXPD,IEX|ITW|PH|DOV|SWK,0.9273030039735857,0.9430904849561382,-0.01578748098255256
HIG,2011-10-31,Property & Casualty Insurance,TRV|COF|PGR|SWK|BXP,WRB|TRV|CB|CINF|ACGL,0.7851389788980334,0.7703991727908729,0.014739806107160525
HRL,2011-10-31,Packaged Foods & Meats,TSN|MRK|TT|CI|ETN,MKC|GIS|MDLZ|HSY|SJM,0.8210338655144385,0.9133178857289387,-0.09228402021450022
HSY,2011-10-31,Packaged Foods & Meats,DXCM|MDLZ|MKC|INCY|SJM,CPB|GIS|CAG|HRL|MDLZ,0.658399109189359,0.7418781290377827,-0.08347901984842376
HUBB,2011-10-31,Industrial Machinery & Supplies & Components,NDSN|YUM|FAST|BBY|ADSK,PNR|DOV|IEX|SWK|NDSN,0.8802150839193746,0.9060255005919791,-0.02581041667260442
ICE,2011-10-31,Financial Exchanges & Data,JKHY|EVRG|APA|DPZ|PSKY,MSCI|CME|SPGI|FDS|NDAQ,0.8015620147543382,0.8414167350856572,-0.03985472033131898
IDXX,2011-10-31,Health Care Equipment,TECH|PFE|DPZ|FIX|TPL,RVTY|RMD|BAX|DXCM|SYK,0.8711346162469392,0.7037003905925991,0.16743422565434007
IEX,2011-10-31,Industrial Machinery & Supplies & Components,AON|MET|GD|AMGN|TT,GWW|DOV|NDSN|SWK|ITW,0.9402288753298874,0.9527235789324163,-0.012494703602528912
IFF,2011-10-31,Specialty Chemicals,TJX|NDSN|MKC|CHD|YUM,ALB|ECL|SHW|PPG|LYB,0.3608034893958772,0.5046877372066371,-0.14388424781075987
INTC,2011-10-31,Semiconductors,TKO|SW|BG|STE|BKR,MCHP|QCOM|AMD|ON|AVGO,0.8286450370636402,0.8290523196815905,-0.00040728261795031084
INTU,2011-10-31,Application Software,IRM|JBL|FIS|COHR|ADSK,ADBE|SNPS|ADSK|TYL|CRM,0.9558464335926953,0.9154492816049441,0.04039715198775118
ISRG,2011-10-31,Health Care Equipment,BSX|TDG|MSI|REGN|CTSH,EW|BDX|MDT|RMD|ABT,0.8551892480983713,0.8818022981334569,-0.026613050035085628
ITW,2011-10-31,Industrial Machinery & Supplies & Components,DOV|PTC|ADSK|RTX|JCI,SNA|DOV|GWW|NDSN|PH,0.8949186473344896,0.9061174820316216,-0.01119883469713201
IVZ,2011-10-31,Asset Management & Custody Banks,AMP|ACN|MSCI|BR|MRSH,BK|NTRS|STT|AMP|BX,0.9506049983513573,0.9263314775634531,0.024273520787904124
JPM,2011-10-31,Diversified Banks,BK|GS|WFC|BAC|MMM,USB|PNC|TFC|WFC|C,0.9804373700892068,0.9737470101926691,0.0066903598965377675
KKR,2011-10-31,Asset Management & Custody Banks,CBOE|PODD|VRSK|ESS|TYL,BEN|IVZ|NTRS|BLK|BK,0.7857898656058699,0.8712444627301246,-0.08545459712425463
LHX,2011-10-31,Aerospace & Defense,TMUS|ROP|REGN|WBD|PFE,GE|TXT|RTX|GD|TDG,0.8081820560843277,0.896736010083681,-0.08855395399935329
LMT,2011-10-31,Aerospace & Defense,GD|TDY|MRK|PFE|GE,AXON|BA|TXT|GD|RTX,0.7776061770431038,0.8023437487645744,-0.02473757172147062
LNT,2011-10-31,Electric Utilities,XEL|DTE|LII|TT|EQR,SO|DUK|PPL|EXC|EIX,0.8218025780102092,0.8586795225588328,-0.03687694454862367
LYB,2011-10-31,Specialty Chemicals,JKHY|EVRG|APA|DPZ|PSKY,ALB|IFF|SHW|DD|PPG,0.8282213876477176,0.8724784053519131,-0.044257017704195545
MCHP,2011-10-31,Semiconductors,INTC|SNPS|ADSK|AVY|JBL,ADI|NXPI|SWKS|AVGO|MPWR,0.8731089183188271,0.9639162467731235,-0.0908073284542964
MCO,2011-10-31,Financial Exchanges & Data,BG|GOOG|GNRC|AVGO|MDT,NDAQ|ICE|FDS|MSCI|SPGI,0.8172196066708267,0.9245042333945611,-0.1072846267237344
MDLZ,2011-10-31,Packaged Foods & Meats,SJM|DPZ|GOOG|GNRC|APA,SJM|MKC|GIS|TSN|HRL,0.7882529131312733,0.8404484181493931,-0.05219550501811976
MDT,2011-10-31,Health Care Equipment,JKHY|EVRG|APA|DPZ|PSKY,PODD|ISRG|EW|BAX|SYK,0.8237679139679353,0.7355329909371733,0.08823492303076197
MKC,2011-10-31,Packaged Foods & Meats,HSY|RMD|MRK|IFF|DXCM,CPB|GIS|HRL|HSY|MDLZ,0.5106793905678972,0.9077426609971077,-0.3970632704292104
MPWR,2011-10-31,Semiconductors,FTNT|TYL|BLDR|URI|ULTA,QCOM|MU|MCHP|FSLR|NXPI,0.8443461911800313,0.8699708750667721,-0.025624683886740773
MSCI,2011-10-31,Financial Exchanges & Data,TEL|ACN|SPGI|NDSN|STE,MCO|ICE|FDS|CME|NDAQ,0.8530436673613145,0.9395187188935618,-0.08647505153224722
MTD,2011-10-31,Life Sciences Tools & Services,NDSN|TEL|MSCI|CI|APA,A|TECH|WAT|DHR|CRL,0.7738702103029488,0.7537580109783479,0.020112199324600843
MU,2011-10-31,Semiconductors,AMAT|CDNS|INTC|GWW|PNR,ADI|AVGO|TXN|FSLR|MPWR,0.4267781836243613,0.4681097954051893,-0.041331611780828004
NDAQ,2011-10-31,Financial Exchanges & Data,TEL|TER|DHR|TECH|STX,CBOE|FDS|SPGI|ICE|MSCI,0.8648157222783402,0.9274860582957588,-0.06267033601741856
NDSN,2011-10-31,Industrial Machinery & Supplies & Components,MSCI|MTD|CTSH|FAST|DHR,IEX|ITW|DOV|SWK|SNA,0.9172577387530453,0.9139428694950885,0.003314869257956765
NEE,2011-10-31,Multi-Utilities,NRG|XEL|SRE|WEC|PEG,PCG|XEL|ED|D|AEE,0.8777258789677052,0.7906446706847085,0.0870812082829967
NI,2011-10-31,Multi-Utilities,NTRS|ADM|APD|ES|CAG,PNW|XEL|ED|SRE|AEE,0.8682362241433331,0.9299701765217406,-0.06173395237840751
NOC,2011-10-31,Aerospace & Defense,GD|IT|BA|RTX|LMT,AXON|GD|TDG|BA|RTX,0.9176862293135966,0.8948490936602472,0.022837135653349327
NTRS,2011-10-31,Asset Management & Custody Banks,YUM|PNC|GD|MMM|OKE,STT|BX|AMP|IVZ|KKR,0.9180250267790242,0.9304713298755496,-0.01244630309652539
NVDA,2011-10-31,Semiconductors,NTAP|CDNS|EW|PSA|KEY,INTC|ADI|QCOM|MPWR|NXPI,0.7689601679786524,0.7158505188918783,0.05310964908677407
NXPI,2011-10-31,Semiconductors,JKHY|EVRG|APA|DPZ|PSKY,MPWR|TXN|AMD|FSLR|INTC,0.7909091405576736,0.8725536052236172,-0.08164446466594366
ON,2011-10-31,Semiconductors,TER|ADSK|TXN|HON|BBY,INTC|ADI|FSLR|MCHP|NXPI,0.8437357968419545,0.8108576430302998,0.03287815381165471
ORCL,2011-10-31,Application Software,CTSH|HPQ|AON|PTC|ACN,CRM|INTU|PTC|ADBE|TYL,0.9576629638809144,0.9591741992949773,-0.0015112354140628392
OXY,2011-10-31,Oil & Gas Exploration & Production,CTRA|EOG|DVN|DAL|EXPE,COP|APA|EOG|DVN|EQT,0.9133191385259231,0.9353631854767589,-0.02204404695083584
PCG,2011-10-31,Multi-Utilities,PPL|CRM|PEG|EXC|CNP,DTE|CNP|PNW|SRE|ED,0.5702410811027783,0.6789702756421162,-0.10872919453933794
PEG,2011-10-31,Electric Utilities,CIEN|GE|ES|ED|COHR,PPL|ETR|DUK|EIX|ES,0.8859826681810357,0.9189078384461358,-0.03292517026510011
PGR,2011-10-31,Property & Casualty Insurance,CB|MET|TRV|WRB|AON,ACGL|CB|TRV|CINF|ALL,0.8747686067998498,0.8737550852092191,0.0010135215906307282
PH,2011-10-31,Industrial Machinery & Supplies & Components,DLR|URI|WELL|TSLA|ULTA,SWK|GWW|ITW|PNR|NDSN,0.904575734114848,0.9386345272130815,-0.03405879309823345
PNC,2011-10-31,Diversified Banks,BR|COHR|MSFT|SPGI|TXN,JPM|BAC|WFC|USB|C,0.9211403638797228,0.9633971020318863,-0.042256738152163575
PNR,2011-10-31,Industrial Machinery & Supplies & Components,BR|ROP|DHR|CTSH|PNC,SNA|HUBB|DOV|GWW|PH,0.9580537359637927,0.9691401523744327,-0.01108641641064001
PNW,2011-10-31,Multi-Utilities,XEL|UAL|LDOS|PPL|FAST,PCG|CNP|D|NEE|ED,0.892338209437284,0.9325647712209371,-0.040226561783653025
PODD,2011-10-31,Health Care Equipment,VRSK|ESS|TYL|WELL|CSGP,RVTY|ZBH|ISRG|EW|SYK,0.4086424374189528,0.3202783763087214,0.08836406111023137
PPG,2011-10-31,Specialty Chemicals,GLW|AMAT|TT|ADSK|WDC,ALB|LYB|DD|ECL|IFF,0.8710465886009461,0.9177588348864835,-0.046712246285537384
PPL,2011-10-31,Electric Utilities,EQT|REGN|CRL|OKE|AMD,PEG|WEC|SO|EVRG|LNT,0.7768713128460121,0.9018102217541147,-0.12493890890810266
PTC,2011-10-31,Application Software,ADSK|CTSH|ORCL|ITW|SHW,CRM|CDNS|INTU|TYL|ADSK,0.9312739431666986,0.9333695497659094,-0.0020956065992107087
QCOM,2011-10-31,Semiconductors,FTNT|TYL|TSLA|BLDR|AXON,NXPI|SWKS|AVGO|MCHP|MPWR,0.872847323256845,0.7306936788000177,0.14215364445682732
RMD,2011-10-31,Health Care Equipment,TECH|MKC|BBY|DD|BG,SYK|DXCM|BSX|ABT|RVTY,0.8326707350059219,0.6760846849847493,0.15658605002117265
RTX,2011-10-31,Aerospace & Defense,ITW|INTC|ADSK|TER|A,NOC|AXON|TDG|GD|GE,0.9451328013186459,0.9553169218898198,-0.010184120571173905
RVTY,2011-10-31,Health Care Equipment,CIEN|REGN|VRSN|OKE|STZ,BAX|ABT|STE|RMD|DXCM,0.7413340018400175,0.679733419828969,0.061600582011048566
SHW,2011-10-31,Specialty Chemicals,ADSK|PTC|CTSH|ITW|STZ,DD|ECL|ALB|LYB|IFF,0.780689547876314,0.8290491408987786,-0.04835959302246462
SJM,2011-10-31,Packaged Foods & Meats,MDLZ|CAG|RL|MAS|KDP,TSN|MKC|CPB|CAG|MDLZ,0.6805207713855246,0.7282629833957919,-0.04774221201026729
SNA,2011-10-31,Industrial Machinery & Supplies & Components,FAST|MSCI|NVR|LMT|TEL,HUBB|GWW|NDSN|DOV|IEX,0.9442354884404209,0.9171505127030257,0.02708497573739521
SNPS,2011-10-31,Application Software,INTC|CDNS|ADSK|COHR|VRSN,ADSK|PTC|TRMB|CDNS|TYL,0.9005582994205023,0.9043906601256323,-0.0038323607051300446
SO,2011-10-31,Electric Utilities,ALB|LMT|EQT|WFC|KEY,ES|PEG|PPL|DUK|EVRG,0.8897739122399126,0.9342066600019895,-0.04443274776207684
SPGI,2011-10-31,Financial Exchanges & Data,MSCI|PSKY|VTRS|LYB|APA,ICE|MSCI|CBOE|MCO|CME,0.7689613511274739,0.7079658053186833,0.06099554580879063
SRE,2011-10-31,Multi-Utilities,XEL|PEG|AMGN|DUK|OKE,CMS|DTE|XEL|PCG|D,0.899931544655559,0.958650125959512,-0.05871858130395302
STE,2011-10-31,Health Care Equipment,JKHY|EVRG|APA|DPZ|PSKY,MDT|BDX|IDXX|RMD|RVTY,0.7555147904879091,0.8427760139163034,-0.08726122342839426
STT,2011-10-31,Asset Management & Custody Banks,PWR|BK|BX|BXP|GE,BX|IVZ|BK|BLK|KKR,0.9497799980810748,0.946862167198265,0.0029178308828098354
SWK,2011-10-31,Industrial Machinery & Supplies & Components,SLB|BDX|AVY|MAS|BMY,GWW|PNR|DOV|HUBB|NDSN,0.9005283062482536,0.9503287185462014,-0.04980041229794774
SWKS,2011-10-31,Semiconductors,TEL|QCOM|NXPI|DPZ|DIS,MU|TXN|QCOM|ON|MPWR,0.8079772842938403,0.8181895636900762,-0.010212279396235924
SYK,2011-10-31,Health Care Equipment,ISRG|IT|TPR|SPGI|REGN,ISRG|DXCM|RMD|STE|BDX,0.7646949546546934,0.7983377019777599,-0.03364274732306649
TDG,2011-10-31,Aerospace & Defense,REGN|TEL|TDY|CME|WBD,RTX|AXON|BA|GE|GD,0.7664076566273524,0.8402659559366292,-0.07385829930927679
TECH,2011-10-31,Life Sciences Tools & Services,DHR|ROP|TEL|APA|MDT,WAT|MTD|DHR|CRL|TMO,0.9386999044546817,0.9326142279689849,0.0060856764856968
TFC,2011-10-31,Diversified Banks,STZ|CAG|WFC|TEL|MAA,JPM|BAC|PNC|WFC|C,0.9717418076070418,0.98452695711506,-0.012785149508018234
TMO,2011-10-31,Life Sciences Tools & Services,TECH|LIN|STE|BLK|TPL,DHR|CRL|TECH|A|WAT,0.8420745923799049,0.8461917792210195,-0.004117186841114617
TPL,2011-10-31,Oil & Gas Exploration & Production,JKHY|EVRG|APA|DPZ|PSKY,APA|OXY|EOG|EQT|CTRA,0.1978179852266251,0.16044387893849402,0.03737410628813109
TRMB,2011-10-31,Application Software,ADI|PODD|ADSK|TXN|VZ,ORCL|PTC|ADBE|TYL|SNPS,0.7388094065380175,0.9102173501705252,-0.17140794363250766
TROW,2011-10-31,Asset Management & Custody Banks,BR|EXR|PNR|SPGI|PNC,BK|BEN|BX|KKR|NTRS,0.9480419421790155,0.9464023645248738,0.0016395776541416884
TRV,2011-10-31,Property & Casualty Insurance,BXP|AON|PGR|CHRW|WRB,WRB|PGR|ACGL|CINF|CB,0.955218827039749,0.9677463006961928,-0.0125274736564438
TSN,2011-10-31,Packaged Foods & Meats,TT|CAG|MDLZ|SJM|AVGO,SJM|HRL|MDLZ|CAG|GIS,0.8257180088292657,0.7594470783424422,0.06627093048682353
TXN,2011-10-31,Semiconductors,ADI|ROP|COHR|ADSK|CDNS,MU|ON|SWKS|MPWR|FSLR,0.9361649022892715,0.9587580146879177,-0.022593112398646142
TXT,2011-10-31,Aerospace & Defense,TXN|GD|HUBB|CTSH|ISRG,RTX|LMT|LHX|GD|NOC,0.8616193772489016,0.847991681535195,0.013627695713706589
TYL,2011-10-31,Application Software,BLDR|AXON|ULTA|MPWR|FTNT,CRM|TRMB|CDNS|ADSK|ORCL,0.914597983644022,0.9014332230900924,0.013164760553929566
USB,2011-10-31,Diversified Banks,FITB|WFC|TFC|GS|MAA,TFC|WFC|PNC|BAC|JPM,0.9589249887204816,0.9407280355374906,0.01819695318299097
WAT,2011-10-31,Life Sciences Tools & Services,SHW|MTD|LH|A|ACN,MTD|A|TECH|DHR|TMO,0.9476261075224469,0.9420009185049165,0.0056251890175303965
WEC,2011-10-31,Electric Utilities,LNT|DTE|XEL|PEG|ED,ES|PPL|EVRG|EIX|AEP,0.9713419460569008,0.9273195871654268,0.04402235889147399
WFC,2011-10-31,Diversified Banks,V|BK|NTAP|COF|AMD,TFC|USB|BAC|JPM|PNC,0.8936753125919247,0.9687787800225817,-0.07510346743065699
WRB,2011-10-31,Property & Casualty Insurance,MET|TRV|PGR|AON|GL,ALL|PGR|CINF|HIG|CB,0.9109621913934706,0.8519680340113309,0.058994157382139645
XEL,2011-10-31,Multi-Utilities,LNT|SRE|PEG|AEP|TT,D|PCG|AEE|CMS|PNW,0.9359278887998614,0.9420688743510484,-0.006140985551186917
ZBH,2011-10-31,Health Care Equipment,ORLY|SNA|MTD|ISRG|RL,MDT|BSX|SYK|RMD|ABT,0.8126892652824442,0.8526705371890217,-0.03998127190657752
A,2014-04-30,Life Sciences Tools & Services,AMGN|INTC|AON|APD|MDT,CRL|WAT|TMO|DHR|MTD,0.5544157095593572,0.5785824164493822,-0.02416670689002509
ABBV,2014-04-30,Biotechnology,ABT|VRTX|GILD|LLY|AMGN,REGN|AMGN|VRTX|BIIB|INCY,0.3576202967862203,0.2002032186643129,0.15741707812190742
ABT,2014-04-30,Health Care Equipment,ABBV|CAH|BDX|BMY|GILD,EW|IDXX|RVTY|STE|MDT,0.6182446449707321,0.3091237778523988,0.30912086711833325
ACGL,2014-04-30,Property & Casualty Insurance,WRB|AON|URI|MDLZ|XYL,ALL|PGR|WRB|TRV|HIG,0.6215402658689095,0.6778159637157541,-0.05627569784684461
ADBE,2014-04-30,Application Software,MSFT|CRM|ORCL|AKAM|HPQ,FICO|ORCL|TYL|PTC|SNPS,0.7708329761493979,0.7014812407368121,0.06935173541258588
ADI,2014-04-30,Semiconductors,ON|CRH|SW|GOOGL|AMCR,SWKS|NVDA|AMD|MPWR|NXPI,0.35615978426149847,0.6503172650743724,-0.2941574808128739
