ticker,first_year,latest_year,late_ai_mentions,early_ai,late_ai,ai_change,early_cloud_compute,late_cloud_compute,cloud_compute_change,early_cybersecurity,late_cybersecurity,cybersecurity_change,early_supply_chain,late_supply_chain,supply_chain_change,early_electrification,late_electrification,electrification_change,company_name,gics_sector,gics_sub_industry
ZBH,2010,2026,44,0.0,21.287853866207197,21.287853866207197,0.5630922775882996,0.0,-0.5630922775882996,0.0,14.537867318399016,14.537867318399016,8.571021917566672,21.667504176359863,13.096482258793191,0.5630922775882996,0.0,-0.5630922775882996,Zimmer Biomet,Health Care,Health Care Equipment
PAYX,2010,2025,24,0.0,20.85449961227509,20.85449961227509,0.8268513255469643,5.985347101029301,5.158495775482337,0.5925925925925926,22.069318066039727,21.476725473447136,0.0,0.0,0.0,0.0,0.957996351942017,0.957996351942017,Paychex,Industrials,Human Resource & Employment Services
SNPS,2010,2025,38,0.0,20.480667389819846,20.480667389819846,39.71717992561334,68.07745226295704,28.3602723373437,5.789897951746671,18.953949153215063,13.164051201468393,1.1198268256033874,7.814784602628237,6.694957777024849,0.7761818343380317,0.0,-0.7761818343380317,Synopsys,Information Technology,Application Software
AXP,2010,2026,82,0.0,20.171009577898243,20.171009577898243,0.5933470423563537,1.2947108489574493,0.7013638066010955,14.207536297928993,30.109930004714663,15.90239370678567,0.9201529986554599,2.4147379522686636,1.4945849536132036,0.41740440287035885,0.325184228013357,-0.09222017485700185,American Express,Financials,Consumer Finance
JKHY,2012,2025,24,0.0,19.575647048142212,19.575647048142212,5.051351920307719,21.900640730548787,16.849288810241067,3.967935019303945,29.724806610597994,25.75687159129405,3.687595835487645,1.9726693045932235,-1.7149265308944213,1.8437979177438224,0.0,-1.8437979177438224,Jack Henry & Associates,Financials,Transaction & Payment Processing Services
FDX,2010,2025,55,0.0,19.339885150258834,19.339885150258834,1.5775375140132086,2.4679628493009225,0.8904253352877138,2.5461971880554737,15.430500088668419,12.884302900612944,16.55814422235078,39.14900606117627,22.590861838825493,2.2198917150306356,14.740955018703815,12.521063303673179,FedEx,Industrials,Air Freight & Logistics
ZBRA,2011,2026,34,0.0,19.01849205061626,19.01849205061626,4.279473282477075,10.825976116228134,6.546502833751059,3.7496555978326556,26.198854275500903,22.449198677668246,32.56873428074132,30.77189721086556,-1.7968370698757568,8.366144560632659,5.35838769001808,-3.007756870614579,Zebra Technologies,Information Technology,Electronic Equipment & Instruments
FISV,2010,2026,45,0.0,18.64090204575281,18.64090204575281,1.869217984541154,3.957456868273046,2.0882388837318917,4.892727086470337,26.799889611479585,21.907162525009248,1.096041808716702,6.525006910846853,5.428965102130151,0.9054851705649496,2.7270803750467607,1.8215952044818111,Fiserv,Financials,Transaction & Payment Processing Services
AMAT,2010,2025,31,0.7426393413774319,19.372311772858804,18.62967243148137,93.08564082706283,115.61037949428345,22.524738667220618,6.104239389585207,35.385104026479844,29.280864636894638,37.79879300270815,41.51708257616329,3.718289573455138,37.60517368877811,1.033644205474703,-36.57152948330341,Applied Materials,Information Technology,Semiconductor Materials & Equipment
OMC,2010,2026,15,0.0,18.501937426707485,18.501937426707485,1.7943379507684725,1.6248881418920431,-0.16944980887642935,6.6943449001779936,31.11120718303976,24.416862282861764,0.22457779374775422,4.7365060231394,4.511928229391646,0.0,0.0,0.0,Omnicom Group,Communication Services,Advertising
STX,2011,2025,31,0.9710713228765907,18.874852579918162,17.903781257041572,26.1315069320925,51.68483190835824,25.553324976265742,0.7910849723055661,6.806614802129661,6.015529829824095,19.509381375574513,25.681547640256483,6.1721662646819695,0.0,0.0,0.0,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals"
CSCO,2010,2025,19,1.0099931156154458,18.57124593700823,17.561252821392785,56.5969210722549,35.20247644929051,-21.394444622964393,1.5156517253272739,9.914334282654053,8.39868255732678,17.032591621887505,22.850930248040385,5.8183386261528796,0.532431381687767,2.2838615471040726,1.7514301654163056,Cisco,Information Technology,Communications Equipment
AIG,2010,2026,51,0.0,17.516443727618682,17.516443727618682,0.0,0.0,0.0,0.0,38.9728547556427,38.9728547556427,1.7566302859407343,2.5134697728184268,0.7568394868776924,1.2029868567311992,0.40541595121524393,-0.7975709055159552,American International Group,Financials,Multi-line Insurance
IBM,2010,2026,15,3.7477264596723265,19.96873922571838,16.221012766046055,43.040872605790696,36.23410170777749,-6.806770898013205,15.450541727300825,50.75400544586482,35.303463718564,23.750090356127302,9.404184019015595,-14.345906337111707,1.4545579177620187,0.9404184019015595,-0.5141395158604593,IBM,Information Technology,IT Consulting & Other Services
DE,2010,2025,29,0.0,16.116551139536877,16.116551139536877,1.7580655500472604,1.5426441619884024,-0.21542138805885802,0.0,9.96489497587433,9.96489497587433,20.068165478823587,31.36476518598343,11.296599707159842,1.578130281148558,7.090965163188805,5.512834882040247,Deere & Company,Industrials,Agricultural & Farm Machinery
FTNT,2013,2026,34,0.5050505050505051,16.615443114148714,16.11039260909821,22.714479972465483,47.11830646642019,24.403826493954703,8.39261274769432,41.296640568765554,32.90402782107123,16.095177952694787,27.624864438190002,11.529686485495215,0.0,0.0,0.0,Fortinet,Information Technology,Systems Software
SYY,2010,2025,33,0.0,15.854503587809072,15.854503587809072,0.0,0.5046345695475946,0.5046345695475946,6.037882189334175,21.100149024451966,15.062266835117791,41.878017013583104,42.52411849331296,0.6461014797298574,0.9332389588236529,1.2615864238689865,0.3283474650453335,Sysco,Consumer Staples,Food Distributors
CHRW,2010,2026,30,0.22251891410769917,15.618170983251634,15.395652069143935,0.0743417042092273,1.4011208607094288,1.3267791565002014,0.0,13.504715023316804,13.504715023316804,60.46964658841979,69.98458962962843,9.514943041208639,0.0,0.5069642374718841,0.5069642374718841,C.H. Robinson,Industrials,Air Freight & Logistics
ANET,2015,2026,53,0.0,15.24268017237505,15.24268017237505,108.11693133152862,78.88739631077146,-29.229535020757154,3.3113910409068907,12.283271490762548,8.971880449855657,14.18730594240364,27.61420949051975,13.426903548116112,0.0,0.0,0.0,Arista Networks,Information Technology,Communications Equipment
TSLA,2012,2026,32,0.0,15.155084864014288,15.155084864014288,0.0,1.5724016281224351,1.5724016281224351,0.5339952788141433,6.456109039387597,5.9221137605734535,21.360521440747682,25.64870961785421,4.288188177106527,186.25181719576844,133.18443922780457,-53.067377967963864,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers
TRV,2010,2026,55,0.0,15.09689063710131,15.09689063710131,0.43763203076844487,2.2107565771074347,1.7731245463389897,0.22679363842033537,3.7119845679233685,3.485190929503033,0.7765512843597847,2.8706268170538043,2.0940755326940197,1.2509498633384308,2.8459183800572476,1.5949685167188168,Travelers Companies (The),Financials,Property & Casualty Insurance
FFIV,2010,2025,26,0.0,14.986971988045376,14.986971988045376,36.05037968726387,59.571691755685244,23.521312068421373,0.43010212041291623,3.733007450813575,3.302905330400659,9.205095051973327,15.074470163082252,5.8693751111089245,0.24358093965735886,1.0569529676103853,0.8133720279530264,"F5, Inc.",Information Technology,Communications Equipment
HON,2010,2026,49,0.0,14.939780472602004,14.939780472602004,12.344116629223743,3.330612709090161,-9.013503920133582,19.33070653947562,25.143074489582062,5.812367950106442,23.56772577168592,27.721706202357993,4.153980430672071,4.554334706311169,9.530291373828558,4.975956667517388,Honeywell,Industrials,Industrial Conglomerates
IT,2011,2026,30,0.0,14.813555906368181,14.813555906368181,3.1369625870579054,1.8848098369034494,-1.252152750154456,1.9514877430266462,17.317266099695576,15.36577835666893,37.696668919829264,4.976185723520246,-32.72048319630902,0.18392819674385935,0.6282699456344831,0.4443417488906238,Gartner,Information Technology,IT Consulting & Other Services
GEN,2010,2025,30,1.549734038486367,16.309023459423088,14.759289420936721,24.943097758946656,2.809604379904202,-22.133493379042456,20.416991531136116,37.16606054847234,16.74906901733622,4.751398182931642,6.065325685962548,1.3139275030309054,0.3219383391794833,0.0,-0.3219383391794833,Gen Digital,Information Technology,Systems Software
KIM,2010,2026,43,0.0,14.590819889895679,14.590819889895679,0.0,0.0,0.0,6.068974254789903,13.57270369452186,7.5037294397319565,0.0,6.337417584991282,6.337417584991282,0.0,0.0,0.0,Kimco Realty,Real Estate,Retail REITs
AKAM,2010,2026,27,0.0,14.543685862643878,14.543685862643878,28.34125824702588,41.67136088263419,13.33010263560831,4.3988666841219235,23.158028479437874,18.75916179531595,2.6354485913168912,10.383193229741629,7.747744638424738,3.262935723745448,1.40541683710879,-1.857518886636658,Akamai Technologies,Information Technology,Internet Services & Infrastructure
TGT,2010,2026,24,0.0,14.450056365312049,14.450056365312049,0.5009518084360285,1.9549049081457834,1.453953099709755,21.36517840783891,46.811959072677034,25.446780664838123,27.567499755154433,37.05936173096175,9.491861975807314,0.11988682683546731,0.0,-0.11988682683546731,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail
SLB,2010,2026,18,0.0,14.366802539389276,14.366802539389276,0.0,8.313655949669542,8.313655949669542,4.576573248732113,23.728655032322244,19.15208178359013,8.850858269903213,11.572532246429539,2.7216739765263256,1.5537324112053386,13.467746164949926,11.914013753744587,Schlumberger,Energy,Oil & Gas Equipment & Services
ROP,2010,2026,19,0.0,14.366028054322719,14.366028054322719,8.981564536961947,19.664760814875876,10.683196277913929,0.0,45.932050116954,45.932050116954,16.967637121855184,21.97944899887825,5.011811877023067,0.6228449304384586,0.0,-0.6228449304384586,Roper Technologies,Information Technology,Electronic Equipment & Instruments
FDS,2011,2025,18,0.0,14.190158380426931,14.190158380426931,21.921272249089526,22.422254891305567,0.5009826422160408,0.0,11.25892056438916,11.25892056438916,19.024683532022912,21.444245739073313,2.419562207050401,1.603672068444143,0.6309068655117813,-0.9727652029323617,FactSet,Financials,Financial Exchanges & Data
FICO,2010,2025,59,14.40327499576171,28.566396906378724,14.163121910617015,10.632317015637758,8.21114090544412,-2.421176110193638,6.913620751390774,33.32693385274536,26.41331310135459,2.2819503434306054,5.623001841457012,3.3410514980264066,0.7938284310648202,1.508759582610691,0.7149311515458708,Fair Isaac,Information Technology,Application Software
HPE,2015,2025,47,3.4494564523683238,17.58141006316521,14.131953610796888,28.602731451982034,55.59843081886234,26.995699366880306,3.82697133480806,11.843367338241556,8.016396003433496,24.52500184379201,39.50230752488261,14.977305681090602,0.0,0.5763736277516384,0.5763736277516384,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals"
HII,2012,2026,35,0.0,14.025374045861302,14.025374045861302,0.0,0.431309359126964,0.431309359126964,7.557883582454182,34.10557667840834,26.54769309595416,17.070198602295005,21.328750537397113,4.258551935102108,5.3091599816552835,0.431309359126964,-4.877850622528319,Huntington Ingalls Industries,Industrials,Aerospace & Defense
PRU,2010,2026,38,0.0,13.925013512728375,13.925013512728375,0.0,0.4749218004719882,0.4749218004719882,1.7146874806892285,21.268113073472485,19.553425592783256,0.0667334000667334,1.4247654014159645,1.358032001349231,0.6171239823574617,1.904442795518588,1.2873188131611264,Prudential Financial,Financials,Life & Health Insurance
PEP,2010,2026,32,0.0,13.787626422066195,13.787626422066195,10.01339008512294,6.142074023305988,-3.871316061816951,2.0873783469635345,8.637794106651869,6.550415759688335,22.480063133584,30.318511443197508,7.838448309613508,2.372170865406319,0.0,-2.372170865406319,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
HIG,2010,2026,41,0.0,13.761180489760804,13.761180489760804,0.0,1.5135739469501894,1.5135739469501894,3.362412968461567,6.841394039621149,3.4789810711595823,2.1511632684601323,2.5480899583498995,0.3969266898897672,1.957078574275919,3.328468014212409,1.37138943993649,Hartford (The),Financials,Property & Casualty Insurance
WDAY,2013,2026,36,3.6577503384640955,17.198478628001936,13.54072828953784,43.3177240088496,18.008259025264646,-25.309464983584956,0.7473194256912752,15.46187962470876,14.714560199017486,1.5414404776077497,9.543714750735576,8.002274273127826,0.37621548305962343,0.8600798787784123,0.48386439571878886,"Workday, Inc.",Information Technology,Application Software
JCI,2010,2025,27,0.0,13.354589364127229,13.354589364127229,0.08363928157295865,12.711529013895714,12.627889732322755,0.5933782860144493,28.404475749829242,27.811097463814793,4.601608018879109,21.546180725101163,16.944572706222054,22.1903424645603,0.40207705078149186,-21.788265413778806,Johnson Controls,Industrials,Building Products
V,2010,2025,27,0.47063279147901166,13.650046584441055,13.179413792962043,6.01382737160079,6.170818337330753,0.15699096572996307,9.718228787336917,23.204604650539746,13.486375863202829,0.7781392210639301,5.208060533539602,4.429921312475672,0.4120175758636231,0.5823615189484784,0.17034394308485534,Visa Inc.,Financials,Transaction & Payment Processing Services
CME,2010,2026,33,0.0,13.137083026196493,13.137083026196493,1.878665724508365,13.506149205357186,11.62748348084882,6.2309630829296525,13.074203780665044,6.843240697735392,1.6066698622239284,4.380566256448425,2.7738963942244967,0.7176094707273721,1.1687695712507382,0.4511601005233661,CME Group,Financials,Financial Exchanges & Data
DOV,2010,2026,23,0.0,13.091038099199224,13.091038099199224,1.6148858267905142,5.965588399204072,4.3507025724135575,3.708801870521856,40.15079216317653,36.44199029265468,22.76124119760672,37.0486186262399,14.287377428633182,0.5100354863696991,4.769016833443058,4.258981347073359,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components
TRMB,2011,2026,29,0.0,13.077112542787212,13.077112542787212,4.435602213095534,12.469734534884497,8.034132321788963,2.378064291825909,10.95197128010146,8.573906988275551,19.395210463174514,26.622845145653557,7.227634682479042,1.2285532541646962,1.635882193211093,0.4073289390463968,Trimble Inc.,Information Technology,Application Software
MRSH,2010,2026,37,0.1535249324490297,13.181509926228633,13.027984993779604,1.1040694274125293,1.8269574669913158,0.7228880395787864,5.339630106203002,29.752501086824623,24.41287098062162,1.934149521632626,5.319694188852582,3.3855446672199556,0.0,0.7093725456223061,0.7093725456223061,Marsh McLennan,Financials,Insurance Brokers
CL,2010,2026,26,0.0,13.020921638050893,13.020921638050893,0.0,1.0033879937463008,1.0033879937463008,1.5507207572099384,13.648354512450346,12.097633755240409,26.354245150213355,41.945579077419914,15.59133392720656,0.0,6.498598975728989,6.498598975728989,Colgate-Palmolive,Consumer Staples,Household Products
WRB,2011,2026,40,0.0,12.925355572192863,12.925355572192863,0.0,0.0,0.0,5.205103565766488,32.27640938618523,27.07130582041874,0.0,1.8903411240560937,1.8903411240560937,1.7578606868064575,2.3216854716910613,0.5638247848846039,W. R. Berkley Corporation,Financials,Property & Casualty Insurance
GDDY,2016,2026,43,0.0,12.672004186404013,12.672004186404013,26.975437667678804,14.275657252599272,-12.699780415079532,0.8219624774730138,15.424193038878325,14.602230561405312,0.8334407028242233,0.742910642418589,-0.09053006040563438,0.9267726348154008,0.9269825273156044,0.00020989250020353456,GoDaddy,Information Technology,Internet Services & Infrastructure
TEL,2010,2025,18,0.0,12.59339026096288,12.59339026096288,4.627587144519009,5.073266466831352,0.4456793223123423,1.5060125329582636,7.0076207243562125,5.501608191397949,11.690579748251835,28.251051229090027,16.560471480838192,8.506586300318702,6.736047109062372,-1.7705391912563302,TE Connectivity,Information Technology,Electronic Manufacturing Services
EA,2010,2025,14,0.0,12.344728855711423,12.344728855711423,1.0611288169612314,5.020634012708748,3.959505195747517,2.7201100421464712,9.327490617496714,6.607380575350243,0.1774511932099663,0.0,-0.1774511932099663,0.0,1.3020445926453197,1.3020445926453197,Electronic Arts,Communication Services,Interactive Home Entertainment
CRM,2010,2026,42,2.611675860184037,14.869285321371542,12.257609461187506,73.84593758274137,28.3900812119727,-45.45585637076867,0.6184583297249125,9.707952510409761,9.089494180684849,0.0,3.6928044217254383,3.6928044217254383,2.0086335153987327,0.9761255424668581,-1.0325079729318745,Salesforce,Information Technology,Application Software
TYL,2012,2026,27,0.0,12.166352543003471,12.166352543003471,14.589240095077889,21.921659133127996,7.332419038050107,1.016113352008887,6.395421916602106,5.379308564593219,0.9564403161586856,1.850825977797304,0.8943856616386183,0.0,0.0,0.0,Tyler Technologies,Information Technology,Application Software
LOW,2011,2026,23,0.0,12.158597807236811,12.158597807236811,3.0117284865611103,0.0,-3.0117284865611103,3.3176498998973516,27.957197672162852,24.6395477722655,23.162806789570737,53.89561212454651,30.732805334975772,2.67746552006971,17.42763531028842,14.75016979021871,Lowe's,Consumer Discretionary,Home Improvement Retail
VZ,2010,2026,18,0.0,11.373971253006102,11.373971253006102,8.94364190562128,7.052213889037196,-1.8914280165840847,11.720973988411766,26.59649303914951,14.875519050737745,20.25751694674031,19.644107167669844,-0.6134097790704658,1.6529083998468574,1.8343527166553792,0.1814443168085218,Verizon,Communication Services,Integrated Telecommunication Services
ALL,2010,2026,23,0.0,11.263439499400109,11.263439499400109,0.0,1.2968958885248927,1.2968958885248927,2.617549898978565,25.81245940701467,23.194909508036105,0.0,5.09544978001164,5.09544978001164,1.2565297846417272,3.7980955784439434,2.5415657938022163,Allstate,Financials,Property & Casualty Insurance
IDXX,2011,2026,37,0.0,11.142237664188313,11.142237664188313,2.4901282694217572,6.936415467711521,4.446287198289764,1.319667892647986,13.237452720204638,11.917784827556652,20.742051030880326,34.7959126202254,14.053861589345075,0.0,0.288195511835229,0.288195511835229,Idexx Laboratories,Health Care,Health Care Equipment
ACN,2010,2025,26,6.244519452268152,17.378325582324333,11.13380613005618,8.506096654449523,8.585542970813131,0.0794463163636081,3.5396213274506914,13.556560994396838,10.016939666946147,12.6227631018651,10.014103627690135,-2.6086594741749654,0.8739642303628835,7.046052955920523,6.172088725557639,Accenture,Information Technology,IT Consulting & Other Services
ERIE,2011,2026,17,0.0,11.091140105707638,11.091140105707638,0.39402448146081426,3.151530724015413,2.757506242554599,3.0364372469635628,8.759890430660542,5.7234531836969795,0.0,3.6091547401237785,3.6091547401237785,0.0,0.0,0.0,Erie Indemnity,Financials,Insurance Brokers
PG,2010,2025,13,0.0,11.087438233276755,11.087438233276755,0.0,0.0,0.0,10.643154480649336,29.135777337052996,18.49262285640366,19.91445677778851,29.14413904710697,9.229682269318463,5.742541770560804,3.669056893179082,-2.0734848773817216,Procter & Gamble,Consumer Staples,Personal Care Products
CNC,2011,2026,44,0.0,10.918068313182246,10.918068313182246,13.9823787727878,1.8428207344159222,-12.139558038371879,3.0546596622458093,7.096709668690861,4.042050006445051,0.6247630270605085,0.6731046220413195,0.04834159498081103,16.984824888106957,2.0598120527056465,-14.92501283540131,Centene Corporation,Health Care,Managed Health Care
T,2010,2026,18,0.0,10.889910240566621,10.889910240566621,1.4040101028471303,2.34842437619589,0.9444142733487597,1.7035406925899734,13.533123007187251,11.829582314597278,15.404193852636833,26.028850616933887,10.624656764297054,6.397651484735658,1.243908666554024,-5.153742818181634,AT&T,Communication Services,Integrated Telecommunication Services
AIZ,2010,2026,45,0.18826010015437328,11.045178494654584,10.85691839450021,0.039890540357259675,2.7593523525600085,2.719461812202749,1.2894321828942457,26.52947962695102,25.240047444056774,3.0024710456674857,11.777762520542995,8.775291474875509,1.3399528365536086,1.3776458766909514,0.03769304013734276,Assurant,Financials,Multi-line Insurance
BKNG,2011,2026,25,0.2051667027598741,10.967394313806626,10.762227611046752,3.1851670128541434,6.244572833229237,3.059405820375094,0.13202365863962823,18.529166803367588,18.39714314472796,6.999949555141628,0.9338323018774999,-6.066117253264128,0.1852293409721325,0.3254657099610647,0.14023636898893221,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
NDAQ,2011,2026,42,0.12414587637057048,10.875020741011788,10.750874864641217,4.572026597805621,14.123559420647474,9.551532822841853,2.2594244387271507,23.15393606077116,20.894511622044007,0.8694179012189946,3.8973198060799077,3.0279019048609133,0.0,0.8828369810030887,0.8828369810030887,"Nasdaq, Inc.",Financials,Financial Exchanges & Data
LITE,2015,2025,17,0.0,10.740681583386698,10.740681583386698,26.776450077567326,78.41029925332363,51.6338491757563,0.47417335777960423,3.6646710470302373,3.190497689250633,12.58471985005318,38.19525326117388,25.610533411120702,9.809720369725252,23.800791504609943,13.991071134884692,Lumentum,Information Technology,Communications Equipment
PSA,2010,2026,21,0.0,10.499834868689572,10.499834868689572,0.0,0.0,0.0,1.7737717408886005,28.098478036549928,26.324706295661326,0.0,2.579417569050399,2.579417569050399,0.0,3.027510656684647,3.027510656684647,Public Storage,Real Estate,Self-Storage REITs
MSCI,2011,2026,28,0.0,10.306078233133913,10.306078233133913,3.392361648086708,7.653485340047741,4.261123691961033,0.13408180778032036,5.902003648567803,5.767921840787483,7.005727146975765,6.4807218363473496,-0.5250053106284156,0.7238062770364223,0.6918041300127767,-0.032002147023645566,MSCI Inc.,Financials,Financial Exchanges & Data
CLX,2010,2025,19,0.0,10.265750199799689,10.265750199799689,1.1379238320789022,1.1350743036096629,-0.0028495284692393597,0.25077559272576394,50.02498347406952,49.774207881343756,25.562814873230835,34.88898525709994,9.326170383869105,0.0,0.6828135175622028,0.6828135175622028,Clorox,Consumer Staples,Household Products
IQV,2014,2026,32,0.0,10.183786934004177,10.183786934004177,1.8504034924350878,3.2650828241026293,1.4146793316675415,1.4335444072939243,5.735977346168104,4.30243293887418,4.945188914936507,10.020837872244899,5.075648957308392,0.37260042614064826,0.548033482541861,0.17543305640121276,IQVIA,Health Care,Life Sciences Tools & Services
SYK,2010,2026,15,0.0,10.167590385747971,10.167590385747971,0.810392252146504,0.6749761566355275,-0.13541609551097655,5.4188066391611285,17.761132170498385,12.342325531337256,4.387724289082261,21.32868556939654,16.94096128031428,0.8256175518879417,0.48866301798279904,-0.3369545339051427,Stryker Corporation,Health Care,Health Care Equipment
LDOS,2011,2026,33,0.26852846401718583,10.354260638337585,10.0857321743204,2.037794581651389,3.2241861956953883,1.1863916140439992,34.349221490331956,31.54150139143305,-2.807720098898905,11.0810868413401,19.063563236054506,7.982476394714405,4.907257984769493,2.9427086044156328,-1.9645493803538603,Leidos,Industrials,Diversified Support Services
ADSK,2010,2026,32,0.0,10.025398156277536,10.025398156277536,16.03412496837058,22.453247811080978,6.419122842710397,1.5296747720577504,8.599923669628858,7.0702488975711075,3.080952084557776,3.9841249018293237,0.9031728172715479,1.5411048447507478,2.2343237539295435,0.6932189091787957,Autodesk,Information Technology,Application Software
