ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
CTRA,2011-10-31,Oil & Gas Exploration & Production,A|O|NXPI|NVR|NVDA,EQT|EOG|APA|TPL|OXY,0.6900537291354184,0.7615775237082467,-0.07152379457282831
D,2011-10-31,Multi-Utilities,A|O|NXPI|NVR|NVDA,NI|NEE|SRE|PCG|XEL,0.7899738894283365,0.9176841223842668,-0.12771023295593031
DD,2011-10-31,Specialty Chemicals,A|O|NXPI|NVR|NVDA,LYB|PPG|SHW|IFF|ALB,0.8834721584493828,0.9051424730445327,-0.021670314595149898
DHR,2011-10-31,Life Sciences Tools & Services,A|O|NXPI|NVR|NVDA,TECH|WAT|TMO|A|MTD,0.8702455371652111,0.910157603864293,-0.03991206669908187
DOV,2011-10-31,Industrial Machinery & Supplies & Components,A|O|NXPI|NVR|NVDA,PNR|SNA|SWK|PH|GWW,0.8715432622968918,0.9255819205142606,-0.05403865821736875
DTE,2011-10-31,Multi-Utilities,A|O|NXPI|NVR|NVDA,SRE|PCG|NI|PNW|ED,0.8533358715744773,0.9771307849062348,-0.12379491333175752
DUK,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,PEG|FE|LNT|EVRG|EIX,0.7691625969072464,0.9214812801029952,-0.15231868319574882
DVN,2011-10-31,Oil & Gas Exploration & Production,A|O|NXPI|NVR|NVDA,APA|CTRA|TPL|EOG|EQT,0.8340508337844751,0.9312569391604351,-0.09720610537595997
DXCM,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,BSX|ZBH|BAX|RVTY|PODD,0.27347987511499083,0.34860128753928626,-0.07512141242429543
ECL,2011-10-31,Specialty Chemicals,A|O|NXPI|NVR|NVDA,DD|IFF|LYB|PPG|ALB,0.8134005098197715,0.8625944082710943,-0.049193898451322826
ED,2011-10-31,Multi-Utilities,A|O|NXPI|NVR|NVDA,D|NEE|DTE|CMS|SRE,0.7218280688001742,0.9383104713386136,-0.2164824025384393
EIX,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,AEP|EVRG|FE|SO|LNT,0.7755332631918208,0.8702111789070336,-0.09467791571521278
EOG,2011-10-31,Oil & Gas Exploration & Production,A|O|NXPI|NVR|NVDA,EQT|COP|APA|DVN|CTRA,0.7118498833081061,0.8482967743977102,-0.13644689108960417
EQT,2011-10-31,Oil & Gas Exploration & Production,A|O|NXPI|NVR|NVDA,EOG|COP|TPL|APA|CTRA,0.8387804989391662,0.9152308408230808,-0.07645034188391464
ES,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,EXC|PPL|DUK|EVRG|PEG,0.790667720861165,0.8740525081929252,-0.08338478733176025
ETR,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,DUK|PEG|FE|EXC|EVRG,0.8432530733138257,0.9114665445163977,-0.06821347120257204
EVRG,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,ETR|EXC|ES|PPL|LNT,0.726166300356396,0.9414616413971099,-0.2152953410407139
EW,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,STE|BDX|SYK|MDT|DXCM,0.6755581502961233,0.47154849598869625,0.20400965430742707
EXC,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,WEC|LNT|SO|EIX|FE,0.7019479900243211,0.8746124216227795,-0.17266443159845846
FDS,2011-10-31,Financial Exchanges & Data,A|O|NXPI|NVR|NVDA,CBOE|NDAQ|MCO|ICE|SPGI,0.8971086546686383,0.9262576541874948,-0.029148999518856522
FE,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,SO|EVRG|LNT|EIX|PEG,0.7576044458576534,0.8463293252754285,-0.08872487941777507
FICO,2011-10-31,Application Software,A|O|NXPI|NVR|NVDA,ORCL|INTU|ADSK|ADBE|CRM,0.588272080752522,0.6094361534614341,-0.021164072708912074
FSLR,2011-10-31,Semiconductors,A|O|NXPI|NVR|NVDA,NXPI|NVDA|MCHP|AVGO|AMD,0.6319730901128241,0.6777790193701942,-0.04580592925737015
GD,2011-10-31,Aerospace & Defense,A|O|NXPI|NVR|NVDA,RTX|NOC|LHX|LMT|GE,0.9077256441115729,0.893526655188328,0.014198988923244893
GE,2011-10-31,Aerospace & Defense,A|O|NXPI|NVR|NVDA,BA|LMT|GD|RTX|NOC,0.8752238087145942,0.8774492309126455,-0.00222542219805133
GIS,2011-10-31,Packaged Foods & Meats,A|O|NXPI|NVR|NVDA,MKC|HSY|SJM|HRL|CPB,0.7453893067182066,0.899420380150802,-0.15403107343259537
GWW,2011-10-31,Industrial Machinery & Supplies & Components,A|O|NXPI|NVR|NVDA,IEX|ITW|PH|DOV|SWK,0.8968151892826483,0.9430904849561382,-0.04627529567348998
HIG,2011-10-31,Property & Casualty Insurance,A|O|NXPI|NVR|NVDA,WRB|TRV|CB|CINF|ACGL,0.767143808916654,0.7703991727908729,-0.003255363874218875
HRL,2011-10-31,Packaged Foods & Meats,A|O|NXPI|NVR|NVDA,MKC|GIS|MDLZ|HSY|SJM,0.8409941832583345,0.9133178857289387,-0.07232370247060416
HSY,2011-10-31,Packaged Foods & Meats,A|O|NXPI|NVR|NVDA,CPB|GIS|CAG|HRL|MDLZ,0.6749990348576594,0.7418781290377827,-0.06687909418012328
HUBB,2011-10-31,Industrial Machinery & Supplies & Components,A|O|NXPI|NVR|NVDA,PNR|DOV|IEX|SWK|NDSN,0.8751513878539102,0.9060255005919791,-0.030874112738068837
ICE,2011-10-31,Financial Exchanges & Data,A|O|NXPI|NVR|NVDA,MSCI|CME|SPGI|FDS|NDAQ,0.8229241743203232,0.8414167350856572,-0.01849256076533401
IDXX,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,RVTY|RMD|BAX|DXCM|SYK,0.7727214669328633,0.7037003905925991,0.06902107634026411
IEX,2011-10-31,Industrial Machinery & Supplies & Components,A|O|NXPI|NVR|NVDA,GWW|DOV|NDSN|SWK|ITW,0.9124248488812963,0.9527235789324163,-0.04029873005112006
IFF,2011-10-31,Specialty Chemicals,A|O|NXPI|NVR|NVDA,ALB|ECL|SHW|PPG|LYB,0.43412509293306495,0.5046877372066371,-0.07056264427357212
INTC,2011-10-31,Semiconductors,A|O|NXPI|NVR|NVDA,MCHP|QCOM|AMD|ON|AVGO,0.8740184660514546,0.8290523196815905,0.04496614636986407
INTU,2011-10-31,Application Software,A|O|NXPI|NVR|NVDA,ADBE|SNPS|ADSK|TYL|CRM,0.9303797282392448,0.9154492816049441,0.014930446634300654
ISRG,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,EW|BDX|MDT|RMD|ABT,0.8335446261175912,0.8818022981334569,-0.04825767201586573
ITW,2011-10-31,Industrial Machinery & Supplies & Components,A|O|NXPI|NVR|NVDA,SNA|DOV|GWW|NDSN|PH,0.887777463604752,0.9061174820316216,-0.01834001842686961
IVZ,2011-10-31,Asset Management & Custody Banks,A|O|NXPI|NVR|NVDA,BK|NTRS|STT|AMP|BX,0.8697859154452803,0.9263314775634531,-0.056545562118172854
JPM,2011-10-31,Diversified Banks,A|O|NXPI|NVR|NVDA,USB|PNC|TFC|WFC|C,0.9017176938342738,0.9737470101926691,-0.07202931635839527
KKR,2011-10-31,Asset Management & Custody Banks,A|O|NXPI|NVR|NVDA,BEN|IVZ|NTRS|BLK|BK,0.8456752624301986,0.8712444627301246,-0.02556920029992593
LHX,2011-10-31,Aerospace & Defense,A|O|NXPI|NVR|NVDA,GE|TXT|RTX|GD|TDG,0.8707903994136424,0.896736010083681,-0.025945610670038532
LMT,2011-10-31,Aerospace & Defense,A|O|NXPI|NVR|NVDA,AXON|BA|TXT|GD|RTX,0.7142627545088011,0.8023437487645744,-0.08808099425577331
LNT,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,SO|DUK|PPL|EXC|EIX,0.7625761537222078,0.8586795225588328,-0.09610336883662507
LYB,2011-10-31,Specialty Chemicals,A|O|NXPI|NVR|NVDA,ALB|IFF|SHW|DD|PPG,0.8189593231361304,0.8724784053519131,-0.05351908221578272
MCHP,2011-10-31,Semiconductors,A|O|NXPI|NVR|NVDA,ADI|NXPI|SWKS|AVGO|MPWR,0.8906651714533252,0.9639162467731235,-0.07325107531979824
MCO,2011-10-31,Financial Exchanges & Data,A|O|NXPI|NVR|NVDA,NDAQ|ICE|FDS|MSCI|SPGI,0.8759805873540742,0.9245042333945611,-0.04852364604048687
MDLZ,2011-10-31,Packaged Foods & Meats,A|O|NXPI|NVR|NVDA,SJM|MKC|GIS|TSN|HRL,0.7976773534641317,0.8404484181493931,-0.04277106468526137
MDT,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,PODD|ISRG|EW|BAX|SYK,0.8235387758055606,0.7355329909371733,0.08800578486838728
MKC,2011-10-31,Packaged Foods & Meats,A|O|NXPI|NVR|NVDA,CPB|GIS|HRL|HSY|MDLZ,0.7777299263666617,0.9077426609971077,-0.13001273463044594
MPWR,2011-10-31,Semiconductors,A|O|NXPI|NVR|NVDA,QCOM|MU|MCHP|FSLR|NXPI,0.883412633491301,0.8699708750667721,0.013441758424528882
MSCI,2011-10-31,Financial Exchanges & Data,A|O|NXPI|NVR|NVDA,MCO|ICE|FDS|CME|NDAQ,0.8474041586403918,0.9395187188935618,-0.09211456025317
MTD,2011-10-31,Life Sciences Tools & Services,A|O|NXPI|NVR|NVDA,A|TECH|WAT|DHR|CRL,0.7857110953390134,0.7537580109783479,0.03195308436066546
MU,2011-10-31,Semiconductors,A|O|NXPI|NVR|NVDA,ADI|AVGO|TXN|FSLR|MPWR,0.5535133072364657,0.4681097954051893,0.08540351183127642
NDAQ,2011-10-31,Financial Exchanges & Data,A|O|NXPI|NVR|NVDA,CBOE|FDS|SPGI|ICE|MSCI,0.865307924725293,0.9274860582957588,-0.062178133570465755
NDSN,2011-10-31,Industrial Machinery & Supplies & Components,A|O|NXPI|NVR|NVDA,IEX|ITW|DOV|SWK|SNA,0.9134459169121096,0.9139428694950885,-0.0004969525829788823
NEE,2011-10-31,Multi-Utilities,A|O|NXPI|NVR|NVDA,PCG|XEL|ED|D|AEE,0.7810614484141944,0.7906446706847085,-0.009583222270514002
NI,2011-10-31,Multi-Utilities,A|O|NXPI|NVR|NVDA,PNW|XEL|ED|SRE|AEE,0.7861933619843349,0.9299701765217406,-0.14377681453740576
NOC,2011-10-31,Aerospace & Defense,A|O|NXPI|NVR|NVDA,AXON|GD|TDG|BA|RTX,0.8409230006360322,0.8948490936602472,-0.05392609302421503
NTRS,2011-10-31,Asset Management & Custody Banks,A|O|NXPI|NVR|NVDA,STT|BX|AMP|IVZ|KKR,0.8847642208802498,0.9304713298755496,-0.04570710899529984
NVDA,2011-10-31,Semiconductors,A|O|NXPI|NVR|NUE,INTC|ADI|QCOM|MPWR|NXPI,0.7069130409327925,0.7158505188918783,-0.008937477959085838
NXPI,2011-10-31,Semiconductors,A|O|NVR|NVDA|NUE,MPWR|TXN|AMD|FSLR|INTC,0.8100312181406418,0.8725536052236172,-0.06252238708297542
ON,2011-10-31,Semiconductors,A|O|NXPI|NVR|NVDA,INTC|ADI|FSLR|MCHP|NXPI,0.8842715365734842,0.8108576430302998,0.0734138935431844
ORCL,2011-10-31,Application Software,A|O|NXPI|NVR|NVDA,CRM|INTU|PTC|ADBE|TYL,0.9231051570200549,0.9591741992949773,-0.03606904227492236
OXY,2011-10-31,Oil & Gas Exploration & Production,A|O|NXPI|NVR|NVDA,COP|APA|EOG|DVN|EQT,0.9029422047079245,0.9353631854767589,-0.03242098076883437
PCG,2011-10-31,Multi-Utilities,A|O|NXPI|NVR|NVDA,DTE|CNP|PNW|SRE|ED,0.5039412695539127,0.6789702756421162,-0.1750290060882035
PEG,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,PPL|ETR|DUK|EIX|ES,0.7666739904224683,0.9189078384461358,-0.15223384802366746
PGR,2011-10-31,Property & Casualty Insurance,A|O|NXPI|NVR|NVDA,ACGL|CB|TRV|CINF|ALL,0.8048607493919256,0.8737550852092191,-0.06889433581729343
PH,2011-10-31,Industrial Machinery & Supplies & Components,A|O|NXPI|NVR|NVDA,SWK|GWW|ITW|PNR|NDSN,0.8802169722668965,0.9386345272130815,-0.058417554946184946
PNC,2011-10-31,Diversified Banks,A|O|NXPI|NVR|NVDA,JPM|BAC|WFC|USB|C,0.8764449998353501,0.9633971020318863,-0.08695210219653626
PNR,2011-10-31,Industrial Machinery & Supplies & Components,A|O|NXPI|NVR|NVDA,SNA|HUBB|DOV|GWW|PH,0.9429010796856885,0.9691401523744327,-0.026239072688744258
PNW,2011-10-31,Multi-Utilities,A|O|NXPI|NVR|NVDA,PCG|CNP|D|NEE|ED,0.7972156538857573,0.9325647712209371,-0.13534911733517974
PODD,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,RVTY|ZBH|ISRG|EW|SYK,0.4952012780298353,0.3202783763087214,0.1749229017211139
PPG,2011-10-31,Specialty Chemicals,A|O|NXPI|NVR|NVDA,ALB|LYB|DD|ECL|IFF,0.884155457898252,0.9177588348864835,-0.03360337698823146
PPL,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,PEG|WEC|SO|EVRG|LNT,0.7741834814895853,0.9018102217541147,-0.12762674026452947
PTC,2011-10-31,Application Software,A|O|NXPI|NVR|NVDA,CRM|CDNS|INTU|TYL|ADSK,0.8916498649105713,0.9333695497659094,-0.04171968485533806
QCOM,2011-10-31,Semiconductors,A|O|NXPI|NVR|NVDA,NXPI|SWKS|AVGO|MCHP|MPWR,0.7656024788000618,0.7306936788000177,0.03490880000004415
RMD,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,SYK|DXCM|BSX|ABT|RVTY,0.8151164695946391,0.6760846849847493,0.13903178460988985
RTX,2011-10-31,Aerospace & Defense,A|O|NXPI|NVR|NVDA,NOC|AXON|TDG|GD|GE,0.8989547849532624,0.9553169218898198,-0.05636213693655734
RVTY,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,BAX|ABT|STE|RMD|DXCM,0.7961618621850588,0.679733419828969,0.11642844235608985
SHW,2011-10-31,Specialty Chemicals,A|O|NXPI|NVR|NVDA,DD|ECL|ALB|LYB|IFF,0.8051680225500201,0.8290491408987786,-0.0238811183487585
SJM,2011-10-31,Packaged Foods & Meats,A|O|NXPI|NVR|NVDA,TSN|MKC|CPB|CAG|MDLZ,0.5452740967061094,0.7282629833957919,-0.1829888866896825
SNA,2011-10-31,Industrial Machinery & Supplies & Components,A|O|NXPI|NVR|NVDA,HUBB|GWW|NDSN|DOV|IEX,0.8604402285290418,0.9171505127030257,-0.05671028417398394
SNPS,2011-10-31,Application Software,A|O|NXPI|NVR|NVDA,ADSK|PTC|TRMB|CDNS|TYL,0.8520522412459394,0.9043906601256323,-0.05233841887969293
SO,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,ES|PEG|PPL|DUK|EVRG,0.7235880291898102,0.9342066600019895,-0.21061863081217924
SPGI,2011-10-31,Financial Exchanges & Data,A|O|NXPI|NVR|NVDA,ICE|MSCI|CBOE|MCO|CME,0.8428303711948472,0.7079658053186833,0.1348645658761639
SRE,2011-10-31,Multi-Utilities,A|O|NXPI|NVR|NVDA,CMS|DTE|XEL|PCG|D,0.8059134896657719,0.958650125959512,-0.15273663629374012
STE,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,MDT|BDX|IDXX|RMD|RVTY,0.8153490373831593,0.8427760139163034,-0.027426976533144076
STT,2011-10-31,Asset Management & Custody Banks,A|O|NXPI|NVR|NVDA,BX|IVZ|BK|BLK|KKR,0.8710903511465194,0.946862167198265,-0.07577181605174554
SWK,2011-10-31,Industrial Machinery & Supplies & Components,A|O|NXPI|NVR|NVDA,GWW|PNR|DOV|HUBB|NDSN,0.8834743134002927,0.9503287185462014,-0.06685440514590868
SWKS,2011-10-31,Semiconductors,A|O|NXPI|NVR|NVDA,MU|TXN|QCOM|ON|MPWR,0.8182778859470876,0.8181895636900762,8.832225701138618e-05
SYK,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,ISRG|DXCM|RMD|STE|BDX,0.9017209831001936,0.7983377019777599,0.10338328112243367
TDG,2011-10-31,Aerospace & Defense,A|O|NXPI|NVR|NVDA,RTX|AXON|BA|GE|GD,0.8049183123266793,0.8402659559366292,-0.03534764360994991
TECH,2011-10-31,Life Sciences Tools & Services,A|O|NXPI|NVR|NVDA,WAT|MTD|DHR|CRL|TMO,0.9373555583909441,0.9326142279689849,0.004741330421959233
TFC,2011-10-31,Diversified Banks,A|O|NXPI|NVR|NVDA,JPM|BAC|PNC|WFC|C,0.8946589396186553,0.98452695711506,-0.08986801749640472
TMO,2011-10-31,Life Sciences Tools & Services,A|O|NXPI|NVR|NVDA,DHR|CRL|TECH|A|WAT,0.8041724963032261,0.8461917792210195,-0.042019282917793443
TPL,2011-10-31,Oil & Gas Exploration & Production,A|O|NXPI|NVR|NVDA,APA|OXY|EOG|EQT|CTRA,0.2328027319324357,0.16044387893849402,0.07235885299394168
TRMB,2011-10-31,Application Software,A|O|NXPI|NVR|NVDA,ORCL|PTC|ADBE|TYL|SNPS,0.8111308998383119,0.9102173501705252,-0.0990864503322133
TROW,2011-10-31,Asset Management & Custody Banks,A|O|NXPI|NVR|NVDA,BK|BEN|BX|KKR|NTRS,0.9272702728328843,0.9464023645248738,-0.019132091691989483
TRV,2011-10-31,Property & Casualty Insurance,A|O|NXPI|NVR|NVDA,WRB|PGR|ACGL|CINF|CB,0.8303092104974638,0.9677463006961928,-0.13743709019872907
TSN,2011-10-31,Packaged Foods & Meats,A|O|NXPI|NVR|NVDA,SJM|HRL|MDLZ|CAG|GIS,0.8275229824056288,0.7594470783424422,0.06807590406318664
TXN,2011-10-31,Semiconductors,A|O|NXPI|NVR|NVDA,MU|ON|SWKS|MPWR|FSLR,0.8922001923142964,0.9587580146879177,-0.06655782237362129
TXT,2011-10-31,Aerospace & Defense,A|O|NXPI|NVR|NVDA,RTX|LMT|LHX|GD|NOC,0.798116197865706,0.847991681535195,-0.04987548366948902
TYL,2011-10-31,Application Software,A|O|NXPI|NVR|NVDA,CRM|TRMB|CDNS|ADSK|ORCL,0.8473546088662046,0.9014332230900924,-0.05407861422388782
USB,2011-10-31,Diversified Banks,A|O|NXPI|NVR|NVDA,TFC|WFC|PNC|BAC|JPM,0.8701870167771314,0.9407280355374906,-0.07054101876035923
WAT,2011-10-31,Life Sciences Tools & Services,A|O|NXPI|NVR|NVDA,MTD|A|TECH|DHR|TMO,0.9441192131978523,0.9420009185049165,0.002118294692935785
WEC,2011-10-31,Electric Utilities,A|O|NXPI|NVR|NVDA,ES|PPL|EVRG|EIX|AEP,0.7685553711253108,0.9273195871654268,-0.15876421604011604
WFC,2011-10-31,Diversified Banks,A|O|NXPI|NVR|NVDA,TFC|USB|BAC|JPM|PNC,0.883507317402299,0.9687787800225817,-0.08527146262028262
WRB,2011-10-31,Property & Casualty Insurance,A|O|NXPI|NVR|NVDA,ALL|PGR|CINF|HIG|CB,0.8104615412825512,0.8519680340113309,-0.04150649272877971
XEL,2011-10-31,Multi-Utilities,A|O|NXPI|NVR|NVDA,D|PCG|AEE|CMS|PNW,0.7491809789573216,0.9420688743510484,-0.19288789539372675
ZBH,2011-10-31,Health Care Equipment,A|O|NXPI|NVR|NVDA,MDT|BSX|SYK|RMD|ABT,0.7924816305454973,0.8526705371890217,-0.0601889066435245
A,2014-04-30,Life Sciences Tools & Services,O|NXPI|NVR|NVDA|NUE,CRL|WAT|TMO|DHR|MTD,0.38408779927263353,0.5785824164493822,-0.1944946171767487
ABBV,2014-04-30,Biotechnology,A|O|NXPI|NVR|NVDA,REGN|AMGN|VRTX|BIIB|INCY,0.16702541135903237,0.2002032186643129,-0.03317780730528053
ABT,2014-04-30,Health Care Equipment,A|O|NXPI|NVR|NVDA,EW|IDXX|RVTY|STE|MDT,0.08050645228868543,0.3091237778523988,-0.2286173255637134
ACGL,2014-04-30,Property & Casualty Insurance,A|O|NXPI|NVR|NVDA,ALL|PGR|WRB|TRV|HIG,0.34501804021297733,0.6778159637157541,-0.3327979235027768
ADBE,2014-04-30,Application Software,A|O|NXPI|NVR|NVDA,FICO|ORCL|TYL|PTC|SNPS,0.5391179018966152,0.7014812407368121,-0.16236333884019682
ADI,2014-04-30,Semiconductors,A|O|NXPI|NVR|NVDA,SWKS|NVDA|AMD|MPWR|NXPI,0.7747705962478847,0.6503172650743724,0.12445333117351232
ADSK,2014-04-30,Application Software,A|O|NXPI|NVR|NVDA,ORCL|FICO|CDNS|WDAY|TYL,0.5398945547709042,0.5001557322151681,0.03973882255573613
AEE,2014-04-30,Multi-Utilities,A|O|NXPI|NVR|NVDA,ED|CMS|PNW|XEL|NI,-0.12474670517758558,0.9182006020146389,-1.0429473071922246
AEP,2014-04-30,Electric Utilities,A|O|NXPI|NVR|NVDA,PPL|EVRG|ETR|FE|EXC,0.00481872562164474,0.9147733396649643,-0.9099546140433196
ALB,2014-04-30,Specialty Chemicals,A|O|NXPI|NVR|NVDA,LYB|SHW|IFF|DD|PPG,0.6280905215931797,0.6957533286680745,-0.0676628070748948
