ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
APA,2011-10-31,Oil & Gas Exploration & Production,FIX|DG|DD|CRH|TPL,OXY|CTRA|EQT|DVN|COP,0.900017027876133,0.9436287613554059,-0.04361173347927283
AVGO,2011-10-31,Semiconductors,FIX|DG|DD|CRH|TPL,ON|QCOM|ADI|INTC|FSLR,0.7081441964418703,0.7860720471538124,-0.07792785071194208
AXON,2011-10-31,Aerospace & Defense,BLDR|LYV|ULTA|TYL|DLR,LMT|RTX|BA|TDG|GD,0.7785641103733174,0.7404077851503756,0.03815632522294177
BA,2011-10-31,Aerospace & Defense,NXPI|STE|SW|JKHY|ETN,LMT|NOC|GE|RTX|LHX,0.8350012893432602,0.9277828753828015,-0.09278158603954123
BAC,2011-10-31,Diversified Banks,GS|HBAN|PNC|AXP|PSKY,JPM|WFC|PNC|USB|C,0.8875605072144822,0.9013913299353741,-0.013830822720891867
BAX,2011-10-31,Health Care Equipment,BMY|RMD|TECH|AMGN|IDXX,ZBH|ISRG|EW|IDXX|ABT,0.8143564566744919,0.8076362733584477,0.0067201833160441815
BDX,2011-10-31,Health Care Equipment,BMY|BSX|DHR|MTD|CAH,ISRG|ABT|RVTY|STE|MDT,0.5754946947153047,0.7012210391503814,-0.1257263444350767
BEN,2011-10-31,Asset Management & Custody Banks,PNC|AMP|IVZ|BX|MS,AMP|NTRS|BLK|STT|IVZ,0.9679441904098809,0.9665389117815925,0.001405278628288431
BK,2011-10-31,Asset Management & Custody Banks,WFC|BX|PRU|COF|SW,NTRS|KKR|AMP|BLK|STT,0.9278686357132478,0.9619575431017033,-0.03408890738845549
BLK,2011-10-31,Asset Management & Custody Banks,FIX|DG|DD|CRH|TPL,BK|STT|AMP|KKR|IVZ,0.9190656616108199,0.9585917240670951,-0.03952606245627521
BSX,2011-10-31,Health Care Equipment,BMY|BDX|TSLA|CSGP|REGN,RMD|DXCM|ISRG|RVTY|SYK,0.7248328463046781,0.719518511500918,0.005314334803760201
BX,2011-10-31,Asset Management & Custody Banks,BK|BKR|LIN|DIS|ICE,BK|KKR|TROW|NTRS|AMP,0.9212668047883804,0.927767227013932,-0.006500422225551583
C,2011-10-31,Diversified Banks,GPN|COO|TFC|DE|IRM,USB|PNC|JPM|BAC|WFC,0.9162885423538281,0.9542630165292636,-0.037974474175435535
CAG,2011-10-31,Packaged Foods & Meats,SJM|TSN|YUM|DRI|BALL,HSY|MKC|CPB|GIS|SJM,0.668003058232472,0.6678943112830237,0.00010874694944829066
CB,2011-10-31,Property & Casualty Insurance,AON|PGR|MET|MSCI|L,ALL|TRV|ACGL|WRB|HIG,0.9741553482887269,0.9435208621337933,0.030634486154933582
CBOE,2011-10-31,Financial Exchanges & Data,KKR|VRSK|ULTA|PODD|TYL,CME|NDAQ|MSCI|ICE|MCO,0.6211495352194448,0.6195602127517258,0.0015893224677190343
CDNS,2011-10-31,Application Software,NVDA|CRL|EW|NTAP|MU,CRM|ADSK|TRMB|SNPS|ORCL,0.6500937806171536,0.885239338799069,-0.2351455581819154
CINF,2011-10-31,Property & Casualty Insurance,PGR|TRV|HIG|WRB|CBRE,HIG|CB|WRB|TRV|PGR,0.9275699071669155,0.9396317382287154,-0.012061831061799921
CME,2011-10-31,Financial Exchanges & Data,COP|DIS|BKR|VTRS|MDT,MSCI|CBOE|FDS|SPGI|ICE,0.7676637381865857,0.8118086431441618,-0.04414490495757606
CMS,2011-10-31,Multi-Utilities,DTE|ETR|ED|NRG|SRE,PCG|DTE|D|NI|PNW,0.94997511504627,0.9376260511685809,0.012349063877689082
CNP,2011-10-31,Multi-Utilities,ES|ATO|FE|VTRS|ETN,PNW|NEE|SRE|XEL|CMS,0.8524227860413216,0.7973836457770528,0.055039140264268815
COP,2011-10-31,Oil & Gas Exploration & Production,QCOM|BLDR|TSLA|AXON|TYL,DVN|OXY|EQT|EOG|APA,0.8076008439379416,0.8958162929044742,-0.08821544896653255
CPB,2011-10-31,Packaged Foods & Meats,GIS|KMB|DRI|SJM|HSY,CAG|MKC|HSY|HRL|MDLZ,0.5583836419409222,0.5684365820556008,-0.01005294011467861
CRL,2011-10-31,Life Sciences Tools & Services,AMD|NTAP|KEY|CDNS|NVDA,TECH|A|DHR|TMO|WAT,0.620856380150858,0.6685960412037444,-0.047739661052886406
CRM,2011-10-31,Application Software,MSFT|CTSH|ADBE|CIEN|T,CDNS|ADSK|ORCL|FICO|ADBE,0.7595664570583172,0.6676859131532038,0.09188054390511335
CTRA,2011-10-31,Oil & Gas Exploration & Production,OXY|DVN|EOG|FCX|ES,EQT|EOG|APA|TPL|OXY,0.8028338702300886,0.7615775237082467,0.04125634652184185
D,2011-10-31,Multi-Utilities,ETR|PPL|RCL|EQT|ICE,NI|NEE|SRE|PCG|XEL,0.8784726187174048,0.9176841223842668,-0.03921150366686199
DD,2011-10-31,Specialty Chemicals,FIX|DG|CRH|TPL|NXPI,LYB|PPG|SHW|IFF|ALB,0.9281121877894424,0.9051424730445327,0.02296971474490972
DHR,2011-10-31,Life Sciences Tools & Services,ROP|TECH|LDOS|ARE|A,TECH|WAT|TMO|A|MTD,0.9222928781693863,0.910157603864293,0.012135274305093313
DOV,2011-10-31,Industrial Machinery & Supplies & Components,ITW|PTC|GD|EXPD|ROP,PNR|SNA|SWK|PH|GWW,0.9029846667337287,0.9255819205142606,-0.0225972537805319
DTE,2011-10-31,Multi-Utilities,CSX|ETR|COP|CIEN|TSLA,SRE|PCG|NI|PNW|ED,0.8172180197721574,0.9771307849062348,-0.15991276513407748
DUK,2011-10-31,Electric Utilities,FE|NEE|ES|SRE|DIS,PEG|FE|LNT|EVRG|EIX,0.8813687928476117,0.9214812801029952,-0.04011248725538352
DVN,2011-10-31,Oil & Gas Exploration & Production,ES|AEE|CTRA|XOM|OKE,APA|CTRA|TPL|EOG|EQT,0.8810894791894497,0.9312569391604351,-0.05016745997098537
DXCM,2011-10-31,Health Care Equipment,INCY|AXON|TSLA|QCOM|BLDR,BSX|ZBH|BAX|RVTY|PODD,0.12276176807519329,0.34860128753928626,-0.22583951946409297
ECL,2011-10-31,Specialty Chemicals,NXPI|PSKY|AVGO|BG|MDT,DD|IFF|LYB|PPG|ALB,0.8490970030889015,0.8625944082710943,-0.01349740518219289
ED,2011-10-31,Multi-Utilities,DG|LYB|CRH|LIN|CI,D|NEE|DTE|CMS|SRE,0.7727567547856173,0.9383104713386136,-0.16555371655299622
EIX,2011-10-31,Electric Utilities,EME|SNPS|DTE|ED|SRE,AEP|EVRG|FE|SO|LNT,0.8561888763378812,0.8702111789070336,-0.014022302569152378
EOG,2011-10-31,Oil & Gas Exploration & Production,DVN|XOM|ADP|CTRA|AMGN,EQT|COP|APA|DVN|CTRA,0.7856826403607892,0.8482967743977102,-0.06261413403692107
EQT,2011-10-31,Oil & Gas Exploration & Production,NEM|EQR|PPL|FE|NXPI,EOG|COP|TPL|APA|CTRA,0.8595292141302784,0.9152308408230808,-0.05570162669280243
ES,2011-10-31,Electric Utilities,ECL|FE|ORLY|VRSN|CMI,EXC|PPL|DUK|EVRG|PEG,0.8411503661334399,0.8740525081929252,-0.032902142059485384
ETR,2011-10-31,Electric Utilities,DTE|COP|D|LYB|TKO,DUK|PEG|FE|EXC|EVRG,0.9019618286172557,0.9114665445163977,-0.009504715899142036
EVRG,2011-10-31,Electric Utilities,FIX|DG|DD|CRH|TPL,ETR|EXC|ES|PPL|LNT,0.7937237883366819,0.9414616413971099,-0.14773785306042797
EW,2011-10-31,Health Care Equipment,NVDA|NTAP|PSA|KEY|CDNS,STE|BDX|SYK|MDT|DXCM,0.7318011299135432,0.47154849598869625,0.26025263392484693
EXC,2011-10-31,Electric Utilities,PPL|AES|ZBRA|MTB|BAC,WEC|LNT|SO|EIX|FE,0.868545551122025,0.8746124216227795,-0.006066870500754495
FDS,2011-10-31,Financial Exchanges & Data,TKO|LIN|LYB|MDT|BLK,CBOE|NDAQ|MCO|ICE|SPGI,0.9367459808245429,0.9262576541874948,0.010488326637048018
FE,2011-10-31,Electric Utilities,GNRC|NXPI|AVGO|DG|DPZ,SO|EVRG|LNT|EIX|PEG,0.8691529109379647,0.8463293252754285,0.022823585662536172
FICO,2011-10-31,Application Software,MSFT|CRM|BLK|MDT|VTRS,ORCL|INTU|ADSK|ADBE|CRM,0.5784962053324656,0.6094361534614341,-0.030939948128968497
FSLR,2011-10-31,Semiconductors,GOOGL|CI|STE|SW|GNRC,NXPI|NVDA|MCHP|AVGO|AMD,0.68263523516434,0.6777790193701942,0.004856215794145746
GD,2011-10-31,Aerospace & Defense,DPZ|TKO|BG|GNRC|GOOG,RTX|NOC|LHX|LMT|GE,0.8692222839468555,0.893526655188328,-0.024304371241472444
GE,2011-10-31,Aerospace & Defense,HON|PRU|CRH|JKHY|BLK,BA|LMT|GD|RTX|NOC,0.9093743810897533,0.8774492309126455,0.03192515017710784
GIS,2011-10-31,Packaged Foods & Meats,CPB|MKC|GWW|KMB|HSY,MKC|HSY|SJM|HRL|CPB,0.9004325880895598,0.899420380150802,0.001012207938757892
GWW,2011-10-31,Industrial Machinery & Supplies & Components,ADM|TSCO|GIS|TGT|EXPD,IEX|ITW|PH|DOV|SWK,0.9038717362291713,0.9430904849561382,-0.03921874872696696
HIG,2011-10-31,Property & Casualty Insurance,CINF|TRV|PGR|CASY|PRU,WRB|TRV|CB|CINF|ACGL,0.8490708476492353,0.7703991727908729,0.07867167485836246
HRL,2011-10-31,Packaged Foods & Meats,TSN|ADM|TMO|MRK|SJM,MKC|GIS|MDLZ|HSY|SJM,0.8769342682334975,0.9133178857289387,-0.03638361749544117
HSY,2011-10-31,Packaged Foods & Meats,MKC|DXCM|INCY|HSIC|MDLZ,CPB|GIS|CAG|HRL|MDLZ,0.6071820726040825,0.7418781290377827,-0.1346960564337002
HUBB,2011-10-31,Industrial Machinery & Supplies & Components,MKC|MDT|GOOGL|PSKY|CRH,PNR|DOV|IEX|SWK|NDSN,0.9079482220734028,0.9060255005919791,0.0019227214814236948
ICE,2011-10-31,Financial Exchanges & Data,FIX|DG|DD|CRH|TPL,MSCI|CME|SPGI|FDS|NDAQ,0.83983408478713,0.8414167350856572,-0.0015826502985272217
IDXX,2011-10-31,Health Care Equipment,TECH|PFE|VRTX|MRK|AMGN,RVTY|RMD|BAX|DXCM|SYK,0.7705633285233533,0.7037003905925991,0.06686293793075415
IEX,2011-10-31,Industrial Machinery & Supplies & Components,JCI|TER|CTSH|PNR|AON,GWW|DOV|NDSN|SWK|ITW,0.9263785472082747,0.9527235789324163,-0.0263450317241416
IFF,2011-10-31,Specialty Chemicals,CHD|KO|EL|WST|NDSN,ALB|ECL|SHW|PPG|LYB,0.42490619462390883,0.5046877372066371,-0.07978154258272824
INTC,2011-10-31,Semiconductors,SNPS|TEL|BLK|SMCI|ICE,MCHP|QCOM|AMD|ON|AVGO,0.9099220221829233,0.8290523196815905,0.08086970250133274
INTU,2011-10-31,Application Software,ADSK|AIG|IT|HAS|JBL,ADBE|SNPS|ADSK|TYL|CRM,0.9447697139011975,0.9154492816049441,0.029320432296253363
ISRG,2011-10-31,Health Care Equipment,BSX|BDX|REGN|TSLA|TPR,EW|BDX|MDT|RMD|ABT,0.8819398804263245,0.8818022981334569,0.000137582292867644
ITW,2011-10-31,Industrial Machinery & Supplies & Components,PTC|ADSK|GD|DOV|TER,SNA|DOV|GWW|NDSN|PH,0.8842052913163152,0.9061174820316216,-0.021912190715306368
IVZ,2011-10-31,Asset Management & Custody Banks,AMP|ACN|TROW|MSCI|SMCI,BK|NTRS|STT|AMP|BX,0.9472625014667592,0.9263314775634531,0.020931023903306034
JPM,2011-10-31,Diversified Banks,WFC|GS|BAC|BK|BX,USB|PNC|TFC|WFC|C,0.979926803418926,0.9737470101926691,0.006179793226256947
KKR,2011-10-31,Asset Management & Custody Banks,CBOE|VRSK|PODD|TYL|LYV,BEN|IVZ|NTRS|BLK|BK,0.7997409864864987,0.8712444627301246,-0.07150347624362585
LHX,2011-10-31,Aerospace & Defense,TMUS|DPZ|DIS|DG|DD,GE|TXT|RTX|GD|TDG,0.8968396877939464,0.896736010083681,0.00010367771026542627
LMT,2011-10-31,Aerospace & Defense,RCL|GD|J|CRH|GOOG,AXON|BA|TXT|GD|RTX,0.7677160757460738,0.8023437487645744,-0.03462767301850056
LNT,2011-10-31,Electric Utilities,XEL|WEC|AEP|FAST|PPL,SO|DUK|PPL|EXC|EIX,0.8741315078855167,0.8586795225588328,0.015451985326683904
LYB,2011-10-31,Specialty Chemicals,FIX|DG|DD|CRH|TPL,ALB|IFF|SHW|DD|PPG,0.8244451526770304,0.8724784053519131,-0.048033252674882676
MCHP,2011-10-31,Semiconductors,SNPS|GEN|INTC|ADSK|TER,ADI|NXPI|SWKS|AVGO|MPWR,0.9022710644707472,0.9639162467731235,-0.061645182302376256
MCO,2011-10-31,Financial Exchanges & Data,DG|DPZ|BLK|PSKY|AVGO,NDAQ|ICE|FDS|MSCI|SPGI,0.8550791122662281,0.9245042333945611,-0.06942512112833299
MDLZ,2011-10-31,Packaged Foods & Meats,MKC|HSY|SJM|DG|LYB,SJM|MKC|GIS|TSN|HRL,0.8240918157431291,0.8404484181493931,-0.01635660240626402
MDT,2011-10-31,Health Care Equipment,FIX|DG|DD|CRH|TPL,PODD|ISRG|EW|BAX|SYK,0.8474398328502536,0.7355329909371733,0.11190684191308031
MKC,2011-10-31,Packaged Foods & Meats,HSY|MDLZ|DPZ|AVGO|FIX,CPB|GIS|HRL|HSY|MDLZ,0.7735730882029408,0.9077426609971077,-0.13416957279416686
MPWR,2011-10-31,Semiconductors,FTNT|TYL|BLDR|ULTA|CSGP,QCOM|MU|MCHP|FSLR|NXPI,0.8450270399973302,0.8699708750667721,-0.024943835069441866
MSCI,2011-10-31,Financial Exchanges & Data,DPZ|STE|DIS|APA|ICE,MCO|ICE|FDS|CME|NDAQ,0.8778536751300541,0.9395187188935618,-0.061665043763507676
MTD,2011-10-31,Life Sciences Tools & Services,NDSN|PSKY|TPL|TKO|BG,A|TECH|WAT|DHR|CRL,0.8082816914780204,0.7537580109783479,0.05452368049967249
MU,2011-10-31,Semiconductors,CDNS|AMAT|KLAC|DTE|INTC,ADI|AVGO|TXN|FSLR|MPWR,0.4039261557707542,0.4681097954051893,-0.06418363963443513
NDAQ,2011-10-31,Financial Exchanges & Data,LDOS|IP|EVRG|AVGO|SMCI,CBOE|FDS|SPGI|ICE|MSCI,0.9075248403837383,0.9274860582957588,-0.019961217912020546
NDSN,2011-10-31,Industrial Machinery & Supplies & Components,TER|DPZ|TKO|ICE|BLK,IEX|ITW|DOV|SWK|SNA,0.9227310099429331,0.9139428694950885,0.008788140447844595
NEE,2011-10-31,Multi-Utilities,NRG|DUK|WEC|SRE|XEL,PCG|XEL|ED|D|AEE,0.873396229616046,0.7906446706847085,0.08275155893133757
NI,2011-10-31,Multi-Utilities,EQT|NTRS|NEM|OKE|IT,PNW|XEL|ED|SRE|AEE,0.8597340514842998,0.9299701765217406,-0.07023612503744081
NOC,2011-10-31,Aerospace & Defense,GD|MDT|NXPI|GNRC|APA,AXON|GD|TDG|BA|RTX,0.8946324239811799,0.8948490936602472,-0.00021666967906730505
NTRS,2011-10-31,Asset Management & Custody Banks,PNC|COF|NOC|BAC|GD,STT|BX|AMP|IVZ|KKR,0.9503121205633779,0.9304713298755496,0.01984079068782829
NVDA,2011-10-31,Semiconductors,EW|NTAP|CDNS|PSA|AMD,INTC|ADI|QCOM|MPWR|NXPI,0.8190855700984131,0.7158505188918783,0.10323505120653476
NXPI,2011-10-31,Semiconductors,FIX|DG|DD|CRH|TPL,MPWR|TXN|AMD|FSLR|INTC,0.7362089556350986,0.8725536052236172,-0.13634464958851866
ON,2011-10-31,Semiconductors,TXN|ADI|JBL|TER|STX,INTC|ADI|FSLR|MCHP|NXPI,0.8671146535710279,0.8108576430302998,0.05625701054072807
ORCL,2011-10-31,Application Software,ACN|PTC|CTSH|BLK|AVGO,CRM|INTU|PTC|ADBE|TYL,0.9548946871376623,0.9591741992949773,-0.004279512157314924
OXY,2011-10-31,Oil & Gas Exploration & Production,CTRA|LVS|CSGP|ULTA|DAL,COP|APA|EOG|DVN|EQT,0.8662253842130753,0.9353631854767589,-0.06913780126368363
PCG,2011-10-31,Multi-Utilities,PPL|AEP|SRE|CNP|CRM,DTE|CNP|PNW|SRE|ED,0.6009461506383283,0.6789702756421162,-0.07802412500378786
PEG,2011-10-31,Electric Utilities,AES|WEC|XEL|DUK|CRH,PPL|ETR|DUK|EIX|ES,0.941092766332632,0.9189078384461358,0.022184927886496175
PGR,2011-10-31,Property & Casualty Insurance,TRV|AON|CB|AVY|WRB,ACGL|CB|TRV|CINF|ALL,0.8596680275240577,0.8737550852092191,-0.014087057685161386
PH,2011-10-31,Industrial Machinery & Supplies & Components,WELL|URI|CSGP|DLR|LYV,SWK|GWW|ITW|PNR|NDSN,0.9076237905739034,0.9386345272130815,-0.031010736639178083
PNC,2011-10-31,Diversified Banks,APA|STE|AVGO|SW|GOOGL,JPM|BAC|WFC|USB|C,0.7805124955198632,0.9633971020318863,-0.1828846065120231
PNR,2011-10-31,Industrial Machinery & Supplies & Components,CTSH|TT|APA|STE|CRH,SNA|HUBB|DOV|GWW|PH,0.9507986153457998,0.9691401523744327,-0.018341537028632948
PNW,2011-10-31,Multi-Utilities,PPL|AEP|XEL|LNT|PCG,PCG|CNP|D|NEE|ED,0.9489747620299118,0.9325647712209371,0.01640999080897476
PODD,2011-10-31,Health Care Equipment,TYL|ULTA|ESS|BLDR|WELL,RVTY|ZBH|ISRG|EW|SYK,0.4938432638180519,0.3202783763087214,0.17356488750933047
PPG,2011-10-31,Specialty Chemicals,TT|IT|GLW|AMAT|SHW,ALB|LYB|DD|ECL|IFF,0.9055425333050234,0.9177588348864835,-0.012216301581460032
PPL,2011-10-31,Electric Utilities,PNW|EQT|EXC|AEP|DG,PEG|WEC|SO|EVRG|LNT,0.9005381559525775,0.9018102217541147,-0.0012720658015372699
PTC,2011-10-31,Application Software,ADSK|ORCL|SW|BKR|STE,CRM|CDNS|INTU|TYL|ADSK,0.9157719006543829,0.9333695497659094,-0.017597649111526503
QCOM,2011-10-31,Semiconductors,TSLA|TYL|CSGP|BLDR|AXON,NXPI|SWKS|AVGO|MCHP|MPWR,0.8732037571415295,0.7306936788000177,0.14251007834151186
RMD,2011-10-31,Health Care Equipment,BAX|COR|CBRE|UHS|ZBH,SYK|DXCM|BSX|ABT|RVTY,0.7819145520858352,0.6760846849847493,0.10582986710108588
RTX,2011-10-31,Aerospace & Defense,TER|GD|CI|APA|JKHY,NOC|AXON|TDG|GD|GE,0.9679271642021595,0.9553169218898198,0.012610242312339759
RVTY,2011-10-31,Health Care Equipment,VRSN|GOOG|APA|AVGO|GOOGL,BAX|ABT|STE|RMD|DXCM,0.8720746907188041,0.679733419828969,0.1923412708898351
SHW,2011-10-31,Specialty Chemicals,ADSK|ACN|CTSH|DD|DG,DD|ECL|ALB|LYB|IFF,0.774267438349095,0.8290491408987786,-0.05478170254968362
SJM,2011-10-31,Packaged Foods & Meats,KDP|CAG|YUM|GOOGL|PSKY,TSN|MKC|CPB|CAG|MDLZ,0.6730694458238724,0.7282629833957919,-0.05519353757191947
SNA,2011-10-31,Industrial Machinery & Supplies & Components,FAST|ORLY|ITW|ADSK|TEL,HUBB|GWW|NDSN|DOV|IEX,0.9382577935031774,0.9171505127030257,0.021107280800151673
SNPS,2011-10-31,Application Software,INTC|ADSK|ORCL|GOOGL|PSKY,ADSK|PTC|TRMB|CDNS|TYL,0.8828708568877638,0.9043906601256323,-0.021519803237868507
SO,2011-10-31,Electric Utilities,PSKY|FIX|APA|CRH|SW,ES|PEG|PPL|DUK|EVRG,0.7994968816361266,0.9342066600019895,-0.13470977836586284
SPGI,2011-10-31,Financial Exchanges & Data,MDT|CI|VTRS|SW|DIS,ICE|MSCI|CBOE|MCO|CME,0.7616545246435217,0.7079658053186833,0.05368871932483843
SRE,2011-10-31,Multi-Utilities,DUK|XEL|ECL|DTE|ICE,CMS|DTE|XEL|PCG|D,0.9244637338789282,0.958650125959512,-0.03418639208058383
STE,2011-10-31,Health Care Equipment,FIX|DG|DD|CRH|TPL,MDT|BDX|IDXX|RMD|RVTY,0.7455480201089654,0.8427760139163034,-0.09722799380733804
STT,2011-10-31,Asset Management & Custody Banks,WM|PNC|ARE|O|BXP,BX|IVZ|BK|BLK|KKR,0.9113851158678818,0.946862167198265,-0.03547705133038315
SWK,2011-10-31,Industrial Machinery & Supplies & Components,AVY|KDP|SJM|MS|MCO,GWW|PNR|DOV|HUBB|NDSN,0.8854858160770138,0.9503287185462014,-0.06484290246918756
SWKS,2011-10-31,Semiconductors,TER|WAB|TRMB|TEL|NXPI,MU|TXN|QCOM|ON|MPWR,0.8128243302472412,0.8181895636900762,-0.005365233442835016
SYK,2011-10-31,Health Care Equipment,SPGI|ZBH|TPR|GRMN|ISRG,ISRG|DXCM|RMD|STE|BDX,0.9267598020458546,0.7983377019777599,0.12842210006809474
TDG,2011-10-31,Aerospace & Defense,LDOS|TEL|WBD|CRH|TKO,RTX|AXON|BA|GE|GD,0.8509317032188247,0.8402659559366292,0.010665747282195492
TECH,2011-10-31,Life Sciences Tools & Services,A|IDXX|TMO|PFE|AMGN,WAT|MTD|DHR|CRL|TMO,0.9177876561215778,0.9326142279689849,-0.0148265718474071
TFC,2011-10-31,Diversified Banks,CL|C|BXP|RL|CIEN,JPM|BAC|PNC|WFC|C,0.9296323088435117,0.98452695711506,-0.05489464827154833
TMO,2011-10-31,Life Sciences Tools & Services,TECH|IDXX|GNRC|DD|BKR,DHR|CRL|TECH|A|WAT,0.826693165544466,0.8461917792210195,-0.019498613676553478
TPL,2011-10-31,Oil & Gas Exploration & Production,FIX|DG|DD|CRH|NXPI,APA|OXY|EOG|EQT|CTRA,0.12918025891848306,0.16044387893849402,-0.03126362002001096
TRMB,2011-10-31,Application Software,BG|LYB|LIN|JKHY|BKR,ORCL|PTC|ADBE|TYL|SNPS,0.898922296407103,0.9102173501705252,-0.011295053763422214
TROW,2011-10-31,Asset Management & Custody Banks,IT|DPZ|BKR|APA|DIS,BK|BEN|BX|KKR|NTRS,0.9601457079750004,0.9464023645248738,0.013743343450126622
TRV,2011-10-31,Property & Casualty Insurance,PGR|AON|AVY|EXPD|MET,WRB|PGR|ACGL|CINF|CB,0.9457874633454543,0.9677463006961928,-0.021958837350738558
TSN,2011-10-31,Packaged Foods & Meats,CAG|APA|CRH|TPL|AVGO,SJM|HRL|MDLZ|CAG|GIS,0.8356978233984267,0.7594470783424422,0.0762507450559845
TXN,2011-10-31,Semiconductors,ADI|EVRG|PSKY|FIX|APA,MU|ON|SWKS|MPWR|FSLR,0.8678190402837136,0.9587580146879177,-0.09093897440420406
TXT,2011-10-31,Aerospace & Defense,BKR|NXPI|GOOG|SW|GOOGL,RTX|LMT|LHX|GD|NOC,0.7374919118836596,0.847991681535195,-0.1104997696515354
TYL,2011-10-31,Application Software,BLDR|CSGP|AXON|LYV|ULTA,CRM|TRMB|CDNS|ADSK|ORCL,0.8998507855351763,0.9014332230900924,-0.0015824375549161607
USB,2011-10-31,Diversified Banks,FITB|BAC|GS|WFC|HBAN,TFC|WFC|PNC|BAC|JPM,0.9420190831423016,0.9407280355374906,0.0012910476048110242
WAT,2011-10-31,Life Sciences Tools & Services,A|APA|PSKY|AVGO|NXPI,MTD|A|TECH|DHR|TMO,0.9402412628033946,0.9420009185049165,-0.0017596557015219227
WEC,2011-10-31,Electric Utilities,LNT|XEL|PEG|AES|NEE,ES|PPL|EVRG|EIX|AEP,0.9530424525109084,0.9273195871654268,0.025722865345481516
WFC,2011-10-31,Diversified Banks,BK|JPM|COF|GNRC|MDT,TFC|USB|BAC|JPM|PNC,0.942136065687532,0.9687787800225817,-0.02664271433504961
WRB,2011-10-31,Property & Casualty Insurance,TRV|MET|CBRE|PGR|AON,ALL|PGR|CINF|HIG|CB,0.899126496710842,0.8519680340113309,0.04715846269951107
XEL,2011-10-31,Multi-Utilities,LNT|WEC|PNW|AEP|SRE,D|PCG|AEE|CMS|PNW,0.972316427353449,0.9420688743510484,0.030247553002400673
ZBH,2011-10-31,Health Care Equipment,RMD|ORLY|HSIC|NVR|BMY,MDT|BSX|SYK|RMD|ABT,0.8728268751721424,0.8526705371890217,0.020156337983120665
A,2014-04-30,Life Sciences Tools & Services,AMGN|BKR|APO|BLK|APA,CRL|WAT|TMO|DHR|MTD,0.42134173018634286,0.5785824164493822,-0.1572406862630394
ABBV,2014-04-30,Biotechnology,ABT|AMGN|LLY|GILD|PH,REGN|AMGN|VRTX|BIIB|INCY,0.460747162737996,0.2002032186643129,0.2605439440736831
ABT,2014-04-30,Health Care Equipment,ABBV|CAH|PNC|BDX|BAX,EW|IDXX|RVTY|STE|MDT,0.4472624572249856,0.3091237778523988,0.13813867937258678
ACGL,2014-04-30,Property & Casualty Insurance,CB|URI|WTW|WRB|AJG,ALL|PGR|WRB|TRV|HIG,0.7288538428650165,0.6778159637157541,0.05103787914926239
ADBE,2014-04-30,Application Software,CRM|MSFT|NOW|AKAM|EPAM,FICO|ORCL|TYL|PTC|SNPS,0.7959528513049684,0.7014812407368121,0.09447161056815634
ADI,2014-04-30,Semiconductors,ON|DD|BKR|BLK|PSKY,SWKS|NVDA|AMD|MPWR|NXPI,0.3673648483627326,0.6503172650743724,-0.2829524167116398
