ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
CPB,2011-10-31,Packaged Foods & Meats,GIS|KMB|PG|MO|DUK,CAG|MKC|HSY|HRL|MDLZ,0.5814769675787813,0.5684365820556008,0.013040385523180542
CRL,2011-10-31,Life Sciences Tools & Services,TMO|WAT|IEX|MSCI|COO,TECH|A|DHR|TMO|WAT,0.6811599970886376,0.6685960412037444,0.01256395588489323
CRM,2011-10-31,Application Software,AFL|MAS|WFC|PLD|ADSK,CDNS|ADSK|ORCL|FICO|ADBE,0.6662373486051272,0.6676859131532038,-0.0014485645480766252
CTRA,2011-10-31,Oil & Gas Exploration & Production,LULU|FFIV|NVDA|FCX|RCL,EQT|EOG|APA|TPL|OXY,0.7028504472876027,0.7615775237082467,-0.05872707642064401
D,2011-10-31,Multi-Utilities,PPL|ED|XEL|CAG|PEP,NI|NEE|SRE|PCG|XEL,0.9080458601992019,0.9176841223842668,-0.009638262185064916
DD,2011-10-31,Specialty Chemicals,UAL|MET|RJF|DAL|KEY,LYB|PPG|SHW|IFF|ALB,0.9224808462952426,0.9051424730445327,0.01733837325070997
DHR,2011-10-31,Life Sciences Tools & Services,ROP|FDX|AMAT|BRK-B|CINF,TECH|WAT|TMO|A|MTD,0.9604691637707936,0.910157603864293,0.0503115599065006
DOV,2011-10-31,Industrial Machinery & Supplies & Components,UDR|NTAP|CSGP|AVGO|POOL,PNR|SNA|SWK|PH|GWW,0.9238465354490334,0.9255819205142606,-0.0017353850652271907
DTE,2011-10-31,Multi-Utilities,VZ|T|KO|SJM|BMY,SRE|PCG|NI|PNW|ED,0.8783085052703178,0.9771307849062348,-0.09882227963591705
DUK,2011-10-31,Electric Utilities,MO|MDLZ|KMB|GIS|PG,PEG|FE|LNT|EVRG|EIX,0.8989985977326732,0.9214812801029952,-0.022482682370322027
DVN,2011-10-31,Oil & Gas Exploration & Production,CME|NTRS|AES|EQIX|CSX,APA|CTRA|TPL|EOG|EQT,0.8498580101622023,0.9312569391604351,-0.08139892899823276
DXCM,2011-10-31,Health Care Equipment,TMUS|COHR|VRTX|ON|AMD,BSX|ZBH|BAX|RVTY|PODD,0.20987276338183553,0.34860128753928626,-0.13872852415745074
ECL,2011-10-31,Specialty Chemicals,TJX|SNPS|PFE|SHW|GRMN,DD|IFF|LYB|PPG|ALB,0.9294705076549633,0.8625944082710943,0.06687609938386896
ED,2011-10-31,Multi-Utilities,XEL|D|PPL|CAG|PEP,D|NEE|DTE|CMS|SRE,0.9121768575165841,0.9383104713386136,-0.0261336138220295
EIX,2011-10-31,Electric Utilities,HRL|CVS|NI|AMGN|ADP,AEP|EVRG|FE|SO|LNT,0.9053500366890872,0.8702111789070336,0.03513885778205361
EOG,2011-10-31,Oil & Gas Exploration & Production,DHI|GS|CMI|TRMB|MCO,EQT|COP|APA|DVN|CTRA,0.7925614821121122,0.8482967743977102,-0.05573529228559804
EQT,2011-10-31,Oil & Gas Exploration & Production,MNST|CAT|EA|TTWO|PH,EOG|COP|TPL|APA|CTRA,0.8302399930810853,0.9152308408230808,-0.0849908477419955
ES,2011-10-31,Electric Utilities,BDX|FE|MRK|NI|EIX,EXC|PPL|DUK|EVRG|PEG,0.8727457796081852,0.8740525081929252,-0.0013067285847400134
ETR,2011-10-31,Electric Utilities,NEE|AEP|SJM|EVRG|HSY,DUK|PEG|FE|EXC|EVRG,0.9094541576068695,0.9114665445163977,-0.0020123869095282076
EVRG,2011-10-31,Electric Utilities,LLY|PCG|T|SJM|NEE,ETR|EXC|ES|PPL|LNT,0.895960567196835,0.9414616413971099,-0.04550107420027483
EW,2011-10-31,Health Care Equipment,CINF|STZ|PKG|ADM|FDX,STE|BDX|SYK|MDT|DXCM,0.7174843357782006,0.47154849598869625,0.24593583978950434
EXC,2011-10-31,Electric Utilities,WEC|CL|JNJ|PNW|SRE,WEC|LNT|SO|EIX|FE,0.8562726688362459,0.8746124216227795,-0.01833975278653366
FDS,2011-10-31,Financial Exchanges & Data,CMCSA|OMC|APD|DRI|AJG,CBOE|NDAQ|MCO|ICE|SPGI,0.9468058372236962,0.9262576541874948,0.020548183036201317
FE,2011-10-31,Electric Utilities,EIX|HRL|AMGN|NI|ES,SO|EVRG|LNT|EIX|PEG,0.7973883180188529,0.8463293252754285,-0.048941007256575575
FICO,2011-10-31,Application Software,AOS|BK|COF|SLB|BEN,ORCL|INTU|ADSK|ADBE|CRM,0.6885081071664774,0.6094361534614341,0.07907195370504327
FSLR,2011-10-31,Semiconductors,NFLX|CIEN|ALGN|BAC|MS,NXPI|NVDA|MCHP|AVGO|AMD,0.7280059580600092,0.6777790193701942,0.05022693868981498
GD,2011-10-31,Aerospace & Defense,GILD|MDT|CAH|CPRT|LIN,RTX|NOC|LHX|LMT|GE,0.8175789254129116,0.893526655188328,-0.07594772977541642
GE,2011-10-31,Aerospace & Defense,DOC|PSA|AXP|SPG|AMAT,BA|LMT|GD|RTX|NOC,0.9314483210981175,0.8774492309126455,0.053999090185472
GIS,2011-10-31,Packaged Foods & Meats,KMB|MO|MDLZ|DUK|CPB,MKC|HSY|SJM|HRL|CPB,0.8942737259562671,0.899420380150802,-0.005146654194534861
GWW,2011-10-31,Industrial Machinery & Supplies & Components,CVX|CB|INTU|NEM|CMCSA,IEX|ITW|PH|DOV|SWK,0.9548972611941651,0.9430904849561382,0.01180677623802684
HIG,2011-10-31,Property & Casualty Insurance,CBRE|MGM|MU|LYB|C,WRB|TRV|CB|CINF|ACGL,0.8281722064902423,0.7703991727908729,0.05777303369936937
HRL,2011-10-31,Packaged Foods & Meats,EIX|NI|ADP|CVS|UPS,MKC|GIS|MDLZ|HSY|SJM,0.8914267165963882,0.9133178857289387,-0.021891169132550514
HSY,2011-10-31,Packaged Foods & Meats,ETR|NEE|PEP|AEP|SJM,CPB|GIS|CAG|HRL|MDLZ,0.8044290396458654,0.7418781290377827,0.06255091060808271
HUBB,2011-10-31,Industrial Machinery & Supplies & Components,SNA|JBHT|DLR|CCL|EMR,PNR|DOV|IEX|SWK|NDSN,0.9233280777084489,0.9060255005919791,0.017302577116469875
ICE,2011-10-31,Financial Exchanges & Data,GPN|JCI|VTR|JKHY|CBOE,MSCI|CME|SPGI|FDS|NDAQ,0.8074861366853138,0.8414167350856572,-0.033930598400343404
IDXX,2011-10-31,Health Care Equipment,CTAS|BR|PGR|IRM|IFF,RVTY|RMD|BAX|DXCM|SYK,0.7538703738406016,0.7037003905925991,0.05016998324800248
IEX,2011-10-31,Industrial Machinery & Supplies & Components,RVTY|TMO|CRL|CHTR|REG,GWW|DOV|NDSN|SWK|ITW,0.917061912000676,0.9527235789324163,-0.03566166693174033
IFF,2011-10-31,Specialty Chemicals,L|DRI|IRM|CTAS|RTX,ALB|ECL|SHW|PPG|LYB,0.4088668727624029,0.5046877372066371,-0.09582086444423416
INTC,2011-10-31,Semiconductors,XOM|MSI|WRB|ADI|NKE,MCHP|QCOM|AMD|ON|AVGO,0.9032178861516752,0.8290523196815905,0.07416556647008465
INTU,2011-10-31,Application Software,CMCSA|CB|WBD|CVX|MCHP,ADBE|SNPS|ADSK|TYL|CRM,0.9288529724845184,0.9154492816049441,0.01340369087957427
ISRG,2011-10-31,Health Care Equipment,TSCO|CSCO|DPZ|TEL|CMG,EW|BDX|MDT|RMD|ABT,0.8429225632118156,0.8818022981334569,-0.03887973492164132
ITW,2011-10-31,Industrial Machinery & Supplies & Components,EMR|DLR|VRSN|JBHT|EQR,SNA|DOV|GWW|NDSN|PH,0.890647946085638,0.9061174820316216,-0.015469535945983548
IVZ,2011-10-31,Asset Management & Custody Banks,KKR|BX|FCX|RCL|WYNN,BK|NTRS|STT|AMP|BX,0.8909888718010663,0.9263314775634531,-0.03534260576238679
JPM,2011-10-31,Diversified Banks,LEN|ROK|JBL|PRU|ALB,USB|PNC|TFC|WFC|C,0.9475312732755616,0.9737470101926691,-0.026215736917107435
KKR,2011-10-31,Asset Management & Custody Banks,BX|IVZ|AIG|PFG|FCX,BEN|IVZ|NTRS|BLK|BK,0.8925955394202364,0.8712444627301246,0.021351076690111825
LHX,2011-10-31,Aerospace & Defense,EXPD|PNR|PKG|STZ|EW,GE|TXT|RTX|GD|TDG,0.9096871753975871,0.896736010083681,0.012951165313906166
LMT,2011-10-31,Aerospace & Defense,CHD|LNT|AMGN|PEG|COST,AXON|BA|TXT|GD|RTX,0.8103937645679132,0.8023437487645744,0.008050015803338861
LNT,2011-10-31,Electric Utilities,PEG|LMT|CHD|MKC|AMGN,SO|DUK|PPL|EXC|EIX,0.8244525691607522,0.8586795225588328,-0.034226953398080684
LYB,2011-10-31,Specialty Chemicals,VLO|A|HAL|AKAM|FTNT,ALB|IFF|SHW|DD|PPG,0.8005703044031534,0.8724784053519131,-0.07190810094875977
MCHP,2011-10-31,Semiconductors,NKE|WBD|TSN|AJG|COP,ADI|NXPI|SWKS|AVGO|MPWR,0.8057550348309668,0.9639162467731235,-0.1581612119421567
MCO,2011-10-31,Financial Exchanges & Data,STT|PWR|SLB|TRMB|COF,NDAQ|ICE|FDS|MSCI|SPGI,0.8676027433427437,0.9245042333945611,-0.05690149005181744
MDLZ,2011-10-31,Packaged Foods & Meats,MO|KMB|DUK|GIS|XEL,SJM|MKC|GIS|TSN|HRL,0.8575516766836712,0.8404484181493931,0.017103258534278076
MDT,2011-10-31,Health Care Equipment,GD|GILD|ATO|LIN|LH,PODD|ISRG|EW|BAX|SYK,0.8991834621896494,0.7355329909371733,0.16365047125247612
MKC,2011-10-31,Packaged Foods & Meats,KR|PEG|SRE|LNT|CMS,CPB|GIS|HRL|HSY|MDLZ,0.8382535900179907,0.9077426609971077,-0.06948907097911694
MPWR,2011-10-31,Semiconductors,AVY|RMD|PODD|AOS|SW,QCOM|MU|MCHP|FSLR|NXPI,0.7579102224300546,0.8699708750667721,-0.1120606526367175
MSCI,2011-10-31,Financial Exchanges & Data,WAT|CRL|EXPE|UDR|TDY,MCO|ICE|FDS|CME|NDAQ,0.8403125652909997,0.9395187188935618,-0.09920615360256202
MTD,2011-10-31,Life Sciences Tools & Services,AME|EBAY|ROL|APA|KIM,A|TECH|WAT|DHR|CRL,0.7375472969806037,0.7537580109783479,-0.01621071399774421
MU,2011-10-31,Semiconductors,NXPI|C|HIG|MGM|PHM,ADI|AVGO|TXN|FSLR|MPWR,0.4562875566341512,0.4681097954051893,-0.011822238771038107
NDAQ,2011-10-31,Financial Exchanges & Data,APA|KIM|EBAY|TFC|MTD,CBOE|FDS|SPGI|ICE|MSCI,0.9209587992086697,0.9274860582957588,-0.006527259087089066
NDSN,2011-10-31,Industrial Machinery & Supplies & Components,MOS|GLW|TXT|PLD|TT,IEX|ITW|DOV|SWK|SNA,0.8415473226471564,0.9139428694950885,-0.07239554684793215
NEE,2011-10-31,Multi-Utilities,ETR|AEP|SJM|EVRG|KO,PCG|XEL|ED|D|AEE,0.8681261024108767,0.7906446706847085,0.07748143172616828
NI,2011-10-31,Multi-Utilities,HRL|EIX|ADP|UPS|CVS,PNW|XEL|ED|SRE|AEE,0.8676125595769536,0.9299701765217406,-0.06235761694478703
NOC,2011-10-31,Aerospace & Defense,GRMN|SNPS|ECL|TJX|RSG,AXON|GD|TDG|BA|RTX,0.8828808981457898,0.8948490936602472,-0.01196819551445738
NTRS,2011-10-31,Asset Management & Custody Banks,CME|DVN|EQIX|ALL|AES,STT|BX|AMP|IVZ|KKR,0.922576464834431,0.9304713298755496,-0.007894865041118582
NVDA,2011-10-31,Semiconductors,REGN|WYNN|AKAM|FCX|LULU,INTC|ADI|QCOM|MPWR|NXPI,0.7459566813421817,0.7158505188918783,0.030106162450303398
NXPI,2011-10-31,Semiconductors,C|URI|MU|PHM|STX,MPWR|TXN|AMD|FSLR|INTC,0.7725848846159685,0.8725536052236172,-0.09996872060764872
ON,2011-10-31,Semiconductors,AMD|COHR|TMUS|HAL|A,INTC|ADI|FSLR|MCHP|NXPI,0.7923679417385752,0.8108576430302998,-0.01848970129172467
ORCL,2011-10-31,Application Software,HUM|SBUX|SPG|CSCO|GOOGL,CRM|INTU|PTC|ADBE|TYL,0.9217773468728735,0.9591741992949773,-0.03739685242210378
OXY,2011-10-31,Oil & Gas Exploration & Production,ULTA|TER|PWR|SLB|STT,COP|APA|EOG|DVN|EQT,0.9275802038700647,0.9353631854767589,-0.007782981606694217
PCG,2011-10-31,Multi-Utilities,LLY|EVRG|T|SJM|ETR,DTE|CNP|PNW|SRE|ED,0.6598897187582394,0.6789702756421162,-0.019080556883876776
PEG,2011-10-31,Electric Utilities,LNT|MKC|KR|LMT|CHD,PPL|ETR|DUK|EIX|ES,0.8495910317893552,0.9189078384461358,-0.06931680665678053
PGR,2011-10-31,Property & Casualty Insurance,IRM|CTAS|O|IFF|SYK,ACGL|CB|TRV|CINF|ALL,0.773253581557409,0.8737550852092191,-0.1005015036518101
PH,2011-10-31,Industrial Machinery & Supplies & Components,CAT|EQT|TYL|BKNG|MNST,SWK|GWW|ITW|PNR|NDSN,0.9440867590545041,0.9386345272130815,0.005452231841422628
PNC,2011-10-31,Diversified Banks,MAR|APH|J|AVGO|CTSH,JPM|BAC|WFC|USB|C,0.8828809527953386,0.9633971020318863,-0.08051614923654771
PNR,2011-10-31,Industrial Machinery & Supplies & Components,EXPD|STZ|ADM|MLM|DIS,SNA|HUBB|DOV|GWW|PH,0.9436269738601056,0.9691401523744327,-0.025513178514327106
PNW,2011-10-31,Multi-Utilities,JNJ|CL|EXC|WEC|SRE,PCG|CNP|D|NEE|ED,0.938877465312479,0.9325647712209371,0.006312694091541893
PODD,2011-10-31,Health Care Equipment,CRH|SCHW|AVY|BEN|BK,RVTY|ZBH|ISRG|EW|SYK,0.40542813394668764,0.3202783763087214,0.08514975763796623
PPG,2011-10-31,Specialty Chemicals,ADBE|UNP|TRV|NSC|BRK-B,ALB|LYB|DD|ECL|IFF,0.9678419968792698,0.9177588348864835,0.050083161992786285
PPL,2011-10-31,Electric Utilities,D|CAG|ED|XEL|PEP,PEG|WEC|SO|EVRG|LNT,0.8559007667413198,0.9018102217541147,-0.045909455012794975
PTC,2011-10-31,Application Software,LVS|DAL|DD|MET|JBL,CRM|CDNS|INTU|TYL|ADSK,0.8856554710647887,0.9333695497659094,-0.047714078701120655
QCOM,2011-10-31,Semiconductors,EL|FDX|DIS|AMAT|ADM,NXPI|SWKS|AVGO|MCHP|MPWR,0.8867674510916893,0.7306936788000177,0.15607377229167163
RMD,2011-10-31,Health Care Equipment,SW|SATS|MPWR|ARE|AVY,SYK|DXCM|BSX|ABT|RVTY,0.8800692202458623,0.6760846849847493,0.20398453526111304
RTX,2011-10-31,Aerospace & Defense,LOW|EG|L|HAS|COP,NOC|AXON|TDG|GD|GE,0.9462326971021884,0.9553169218898198,-0.009084224787631379
RVTY,2011-10-31,Health Care Equipment,CHTR|LUV|IEX|TMO|COO,BAX|ABT|STE|RMD|DXCM,0.8289136571285408,0.679733419828969,0.14918023729957186
SHW,2011-10-31,Specialty Chemicals,OKE|ECL|TJX|FISV|SNPS,DD|ECL|ALB|LYB|IFF,0.8328051534983926,0.8290491408987786,0.0037560125996140004
SJM,2011-10-31,Packaged Foods & Meats,NEE|AEP|ETR|KO|EVRG,TSN|MKC|CPB|CAG|MDLZ,0.7090930239482622,0.7282629833957919,-0.01916995944752964
SNA,2011-10-31,Industrial Machinery & Supplies & Components,HUBB|AIZ|MLM|JBHT|DLR,HUBB|GWW|NDSN|DOV|IEX,0.8769357390335839,0.9171505127030257,-0.04021477366944182
SNPS,2011-10-31,Application Software,TJX|ECL|GRMN|NOC|PFE,ADSK|PTC|TRMB|CDNS|TYL,0.8655558308472548,0.9043906601256323,-0.03883482927837745
SO,2011-10-31,Electric Utilities,PG|CPB|DUK|GIS|MO,ES|PEG|PPL|DUK|EVRG,0.9345220184397647,0.9342066600019895,0.0003153584377751928
SPGI,2011-10-31,Financial Exchanges & Data,MMM|WTW|DVA|BA|NRG,ICE|MSCI|CBOE|MCO|CME,0.7258525777058188,0.7079658053186833,0.01788677238713554
SRE,2011-10-31,Multi-Utilities,EXC|MKC|KR|WEC|PNW,CMS|DTE|XEL|PCG|D,0.9577688783430982,0.958650125959512,-0.0008812476164138383
STE,2011-10-31,Health Care Equipment,ZBRA|MAA|MTB|BBY|ALL,MDT|BDX|IDXX|RMD|RVTY,0.7301523743608327,0.8427760139163034,-0.11262363955547072
STT,2011-10-31,Asset Management & Custody Banks,PWR|SLB|MCO|COF|SWK,BX|IVZ|BK|BLK|KKR,0.9027131357159434,0.946862167198265,-0.04414903148232163
SWK,2011-10-31,Industrial Machinery & Supplies & Components,COF|SLB|PWR|CNC|ODFL,GWW|PNR|DOV|HUBB|NDSN,0.8949756134684523,0.9503287185462014,-0.05535310507774904
SWKS,2011-10-31,Semiconductors,AIG|PFG|BX|KKR|AMP,MU|TXN|QCOM|ON|MPWR,0.7270502023384227,0.8181895636900762,-0.09113936135165357
SYK,2011-10-31,Health Care Equipment,O|PGR|CTAS|IRM|FIS,ISRG|DXCM|RMD|STE|BDX,0.9246112431356595,0.7983377019777599,0.12627354115789957
TDG,2011-10-31,Aerospace & Defense,CSX|NUE|HON|CDNS|BRO,RTX|AXON|BA|GE|GD,0.8203202107837407,0.8402659559366292,-0.019945745152888494
TECH,2011-10-31,Life Sciences Tools & Services,IDXX|SYK|LDOS|CTAS|PGR,WAT|MTD|DHR|CRL|TMO,0.945254603722364,0.9326142279689849,0.012640375753379174
TFC,2011-10-31,Diversified Banks,UHS|UDR|KIM|NDAQ|APA,JPM|BAC|PNC|WFC|C,0.9686865141965357,0.98452695711506,-0.015840442918524267
TMO,2011-10-31,Life Sciences Tools & Services,COO|CRL|RVTY|IEX|LUV,DHR|CRL|TECH|A|WAT,0.7623616503148538,0.8461917792210195,-0.0838301289061657
TPL,2011-10-31,Oil & Gas Exploration & Production,FIX|CRH|PODD|INCY|MPWR,APA|OXY|EOG|EQT|CTRA,0.22002319815713647,0.16044387893849402,0.05957931921864246
TRMB,2011-10-31,Application Software,CMI|MCO|EOG|TER|STT,ORCL|PTC|ADBE|TYL|SNPS,0.9042497485627685,0.9102173501705252,-0.005967601607756667
TROW,2011-10-31,Asset Management & Custody Banks,VMC|PRU|ROK|LEN|LYV,BK|BEN|BX|KKR|NTRS,0.924121395350352,0.9464023645248738,-0.022280969174521825
TRV,2011-10-31,Property & Casualty Insurance,UNP|BRK-B|AXP|PSA|PPG,WRB|PGR|ACGL|CINF|CB,0.9420659993961087,0.9677463006961928,-0.02568030130008414
TSN,2011-10-31,Packaged Foods & Meats,COP|ADI|HD|TXN|MCHP,SJM|HRL|MDLZ|CAG|GIS,0.8253333435067846,0.7594470783424422,0.06588626516434237
TXN,2011-10-31,Semiconductors,HD|GPC|ADI|TSN|WRB,MU|ON|SWKS|MPWR|FSLR,0.8814866773182158,0.9587580146879177,-0.07727133736970182
TXT,2011-10-31,Aerospace & Defense,GLW|TT|NDSN|MOS|PLD,RTX|LMT|LHX|GD|NOC,0.8316333854747958,0.847991681535195,-0.01635829606039918
TYL,2011-10-31,Application Software,BKNG|PH|PCAR|EXR|CTSH,CRM|TRMB|CDNS|ADSK|ORCL,0.9011040513420491,0.9014332230900924,-0.00032917174804336646
USB,2011-10-31,Diversified Banks,VTRS|WY|J|REG|APH,TFC|WFC|PNC|BAC|JPM,0.9008205332645508,0.9407280355374906,-0.03990750227293982
WAT,2011-10-31,Life Sciences Tools & Services,TDY|CRL|MSCI|APH|MAR,MTD|A|TECH|DHR|TMO,0.9310846156531823,0.9420009185049165,-0.010916302851734172
WEC,2011-10-31,Electric Utilities,EXC|CL|JNJ|PNW|SYY,ES|PPL|EVRG|EIX|AEP,0.877981722905727,0.9273195871654268,-0.04933786425969988
WFC,2011-10-31,Diversified Banks,PLD|CRM|AFL|DHI|MAS,TFC|USB|BAC|JPM|PNC,0.91833743949765,0.9687787800225817,-0.050441340524931655
WRB,2011-10-31,Property & Casualty Insurance,GPC|TXN|HD|ADI|TSN,ALL|PGR|CINF|HIG|CB,0.8001446349196143,0.8519680340113309,-0.051823399091716627
XEL,2011-10-31,Multi-Utilities,ED|D|PPL|CAG|PEP,D|PCG|AEE|CMS|PNW,0.9166058223623385,0.9420688743510484,-0.025463051988709906
ZBH,2011-10-31,Health Care Equipment,CCI|NVR|LH|ATO|MDT,MDT|BSX|SYK|RMD|ABT,0.83218287068176,0.8526705371890217,-0.020487666507261748
A,2014-04-30,Life Sciences Tools & Services,PRU|IT|KLAC|IVZ|BLK,CRL|WAT|TMO|DHR|MTD,0.5461551704581781,0.5785824164493822,-0.03242724599120417
ABBV,2014-04-30,Biotechnology,MPWR|BAC|MA|MLM|SCHW,REGN|AMGN|VRTX|BIIB|INCY,0.21228081774205157,0.2002032186643129,0.012077599077738671
ABT,2014-04-30,Health Care Equipment,EMR|AEE|EQR|HON|WELL,EW|IDXX|RVTY|STE|MDT,0.17641482323304952,0.3091237778523988,-0.13270895461934928
ACGL,2014-04-30,Property & Casualty Insurance,AWK|UPS|CLX|CHD|PPL,ALL|PGR|WRB|TRV|HIG,0.4781241376404695,0.6778159637157541,-0.19969182607528463
ADBE,2014-04-30,Application Software,ON|HCA|VMC|XYL|TECH,FICO|ORCL|TYL|PTC|SNPS,0.5180046652993239,0.7014812407368121,-0.1834765754374882
ADI,2014-04-30,Semiconductors,DG|EXPD|EFX|ZTS|MOS,SWKS|NVDA|AMD|MPWR|NXPI,0.527997626237718,0.6503172650743724,-0.12231963883665442
